,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.86,1.24,1.05,0.98,1.21,1.11,1.46,0.92,1.16,1.09,1.09,0.99,1.1,1.15
f_1,1.24,1.0,0.94,1.03,0.89,0.89,0.81,1.01,0.87,0.94,0.84,0.97,0.86,0.98,0.81,0.94
d_1,1.17,1.06,1.0,0.91,0.95,0.93,0.98,0.87,0.88,1.29,0.95,1.04,1.04,1.1,0.88,0.75
c_1,0.81,0.96,1.09,1.0,1.47,0.95,1.03,0.85,0.74,0.82,0.93,0.81,1.02,1.0,0.99,1.08
b_1,0.93,1.14,1.05,0.68,1.0,1.43,0.96,0.98,1.05,1.12,1.03,0.95,1.05,0.85,1.13,1.11
a_1,1.02,1.11,1.08,1.06,0.7,1.0,1.11,1.17,1.01,1.04,1.0,1.3,1.11,1.12,1.19,1.01
h_1,0.86,1.21,1.03,0.98,0.96,0.88,1.0,1.13,1.02,0.9,0.87,1.11,0.97,0.9,0.94,1.29
g_1,0.92,0.96,1.17,1.13,1.0,0.89,0.91,1.0,0.88,1.0,1.19,0.91,0.78,0.89,0.94,0.94
d_0,0.73,1.08,1.17,1.43,0.91,0.97,1.04,1.1,1.0,0.84,1.07,0.91,0.97,1.03,1.04,1.15
c_0,1.11,1.05,0.77,1.06,0.93,0.96,1.12,0.97,1.14,1.0,1.13,1.38,1.06,1.15,0.9,1.07
f_0,0.81,1.17,1.01,1.1,1.01,1.03,1.15,0.84,1.02,0.8,1.0,0.95,1.05,0.89,1.65,0.91
b_0,0.95,1.06,0.88,1.26,1.08,0.75,0.89,1.16,1.09,0.72,1.11,1.0,1.05,1.54,1.04,0.99
h_0,0.92,1.12,0.98,1.0,0.96,0.85,1.02,1.27,1.04,0.94,0.96,0.96,1.0,1.09,0.87,1.18
a_0,1.0,1.02,0.89,1.08,1.19,0.78,1.13,1.16,0.93,0.84,1.07,0.65,0.9,1.0,1.04,1.26
e_0,1.04,1.16,1.13,1.03,0.86,0.88,1.06,1.03,1.0,1.1,0.68,1.0,1.17,0.92,1.0,0.9
g_0,0.86,1.06,1.36,0.94,0.89,1.01,0.78,1.08,0.88,0.96,1.15,1.01,0.84,0.77,1.13,1.0
