,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.42,0.58,0.97,1.0,0.83,0.91,0.48,0.51,0.43,0.51,0.52,0.5,0.36,0.42,0.41,0.57
f_1,0.98,0.41,0.76,0.88,0.81,0.88,0.37,0.38,0.37,0.52,0.32,0.53,0.27,0.34,0.33,0.34
d_1,0.89,0.93,0.41,0.89,0.99,0.73,0.45,0.66,0.41,0.34,0.38,0.35,0.35,0.36,0.25,0.33
c_1,0.72,0.93,1.08,0.39,0.87,0.97,0.49,0.25,0.49,0.44,0.36,0.4,0.33,0.45,0.36,0.46
b_1,0.93,1.02,0.88,0.6,0.35,0.92,0.54,0.42,0.43,0.52,0.65,0.4,0.32,0.44,0.31,0.34
a_1,0.85,0.99,0.95,0.76,0.61,0.29,0.6,0.39,0.46,0.61,0.57,0.39,0.37,0.88,0.34,0.35
h_1,0.77,0.83,0.77,0.81,0.82,0.67,0.25,0.35,0.34,0.47,0.33,0.31,0.42,0.36,0.32,0.3
d_0,0.51,0.77,0.91,0.93,0.8,0.81,0.51,0.27,0.35,0.48,0.39,0.41,0.38,0.33,0.32,0.41
c_0,0.79,0.8,0.53,1.47,0.8,0.74,0.44,0.38,0.26,0.4,0.4,0.35,0.31,0.37,0.33,0.45
g_1,0.74,0.75,0.77,1.0,0.93,0.78,0.34,0.32,0.34,0.23,0.37,0.33,0.26,0.35,0.38,0.35
b_0,0.72,0.87,0.64,0.98,1.35,0.68,0.42,0.36,0.21,0.41,0.24,0.36,0.3,0.35,0.29,0.33
f_0,0.74,1.11,0.74,0.8,0.77,0.83,0.47,0.35,0.34,0.35,0.33,0.23,0.34,0.33,0.21,0.43
h_0,0.79,0.95,0.74,0.8,0.7,0.61,0.6,0.32,0.32,0.42,0.33,0.31,0.38,0.35,0.31,0.37
a_0,0.76,0.78,0.76,0.72,0.83,1.27,0.42,0.34,0.3,0.37,0.24,0.37,0.32,0.2,0.44,0.44
g_0,0.72,0.76,0.78,0.75,0.88,0.77,0.34,0.38,0.33,0.48,0.36,0.37,0.24,0.31,0.43,0.33
e_0,1.02,1.14,0.65,0.72,0.75,0.87,0.38,0.35,0.29,0.4,0.32,0.19,0.29,0.27,0.27,0.2
