,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.2,0.06,0.03,0.03,0.03,0.01,0.06,0.04,0.06,0.06,0.07,,0.1,0.03,0.04,0.04
e_1,0.03,2.21,0.03,0.03,0.03,0.03,0.05,0.03,0.12,0.06,0.06,0.04,0.08,0.06,,0.06
d_1,0.03,0.03,2.35,0.03,0.02,0.02,0.06,0.04,,0.12,0.06,0.05,0.09,0.04,0.05,0.07
c_1,0.03,0.02,0.03,2.37,0.05,0.02,0.05,0.07,0.08,,0.05,0.04,0.1,0.04,0.05,0.06
b_1,0.03,0.03,0.03,0.03,2.51,0.04,0.07,0.04,0.07,0.06,,0.05,0.07,0.05,0.05,0.05
a_1,0.03,0.03,0.03,0.03,0.02,3.11,0.06,,0.07,0.06,0.06,,0.07,,0.05,
h_1,0.16,0.12,0.1,0.09,0.08,0.08,2.66,0.25,0.24,0.3,0.19,0.27,,0.15,0.18,0.27
g_1,0.09,0.05,0.17,0.09,0.15,,0.21,3.02,0.16,0.29,0.23,0.39,0.28,,0.16,
d_0,0.18,0.15,,0.25,0.14,0.1,0.27,0.24,2.03,0.22,0.27,0.32,0.3,0.3,0.18,0.45
c_0,0.16,0.15,0.14,,0.07,0.11,0.3,0.29,0.3,1.97,0.62,0.21,0.49,0.25,0.28,0.34
b_0,0.11,0.15,0.18,0.13,,0.11,0.22,0.28,0.26,0.26,2.21,0.29,0.43,0.63,0.18,0.25
f_0,,0.11,0.13,0.21,0.14,,0.33,0.22,0.38,0.37,0.26,2.29,0.42,,0.38,0.46
h_0,0.33,0.21,0.23,0.2,0.22,0.23,,0.44,0.49,0.33,0.38,0.46,,0.24,0.32,0.78
a_0,0.18,0.17,0.13,0.13,0.18,,0.36,,0.35,0.27,0.3,,0.37,2.44,,0.34
e_0,0.13,,0.11,0.13,0.12,0.11,0.29,0.29,0.24,0.49,0.3,0.36,0.44,,2.8,0.32
g_0,0.25,0.22,0.31,0.18,0.13,,0.39,,0.48,0.49,0.52,0.66,0.54,0.3,0.34,
