,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.51,1.1,0.65,0.7,0.61,0.44,0.69,0.71,0.67,0.71,0.73,0.43,0.72,0.64,0.55,0.68
e_1,0.64,1.51,0.68,0.69,0.68,0.52,0.96,0.73,1.35,0.86,0.83,0.92,0.98,0.7,0.51,0.83
d_1,0.72,0.67,1.54,0.62,0.64,0.57,0.74,0.72,0.53,1.23,0.86,0.78,0.89,0.74,0.78,0.78
c_1,0.79,0.73,0.64,1.56,1.06,0.4,0.71,0.69,0.62,0.34,0.53,0.71,0.8,0.68,0.63,0.68
b_1,0.73,0.63,0.71,0.6,1.62,1.17,1.03,0.74,0.94,0.83,0.55,0.81,0.76,0.61,0.65,0.81
a_1,0.95,0.74,0.72,0.93,0.44,1.77,0.93,0.79,0.87,0.87,0.93,0.78,0.87,0.54,0.8,0.78
h_1,1.26,0.79,0.98,0.74,0.72,0.66,1.71,1.39,1.14,1.01,1.05,0.94,0.86,0.77,0.88,1.3
g_1,0.93,0.83,1.31,0.93,0.77,0.68,0.87,1.78,0.88,1.02,1.12,1.35,1.07,0.85,0.87,0.83
d_0,1.07,0.77,0.6,1.65,0.91,0.72,1.03,1.1,1.58,0.93,1.05,0.94,1.19,1.0,1.07,1.2
c_0,1.02,0.81,0.95,0.84,0.71,0.61,1.19,1.28,1.2,1.66,2.02,1.12,1.53,1.22,0.95,1.26
b_0,1.11,0.96,1.05,1.05,0.47,0.55,1.15,1.15,1.14,0.94,1.68,1.01,1.27,1.73,0.96,1.11
f_0,0.84,0.76,1.17,1.09,0.76,0.78,1.12,0.95,1.43,1.12,1.2,1.7,1.4,1.08,1.62,1.11
h_0,1.36,0.95,1.12,1.06,0.87,0.68,0.82,1.31,1.24,1.03,1.15,0.9,0.91,1.1,0.84,1.37
a_0,1.1,1.01,1.12,1.01,0.96,0.55,1.31,1.27,1.17,0.97,1.05,1.24,1.44,1.7,1.24,1.28
e_0,1.33,0.72,0.93,1.13,0.9,0.77,1.11,1.17,1.21,1.38,1.31,0.94,1.62,1.14,1.8,1.28
g_0,0.99,0.93,1.54,1.1,0.88,0.86,0.95,0.91,1.14,1.14,1.17,1.73,1.12,1.11,1.1,0.9
