,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
d_1,10909.27,2852.02,2070.45,4300.61,7620.55,36905.96,3040435.62,5790186.58,4518326.82,20173317.35,17239367.44,33004507.14,102568857.13,86127925.52,221384022.85,186767587.02
f_1,2211.34,12214.64,4824.56,5576.0,6170.21,21337.73,3323094.32,5652227.4,8542180.9,9376630.7,12419006.65,10585994.56,90048297.63,73576237.29,221792293.88,85784402.99
e_1,2175.37,2775.59,12450.91,6124.58,8140.93,29182.03,3468470.23,4782261.11,16134885.36,10797377.26,14910574.62,27320017.24,83856315.04,80562453.17,188941189.66,65548443.01
c_1,2303.85,2343.93,2366.84,30678.04,13801.21,24914.62,3669822.09,6377162.35,9065293.06,2827437.43,9734197.78,31309128.69,91406078.22,70575325.83,171108611.43,157792815.52
b_1,2621.65,2502.19,2638.24,5850.97,44437.39,55604.92,2722043.24,5291258.14,8116235.48,8372086.03,5658723.66,32635820.82,82225578.22,70056221.79,219700494.16,163319865.94
a_1,2667.51,2554.72,2468.64,5748.88,6970.52,252167.43,3685528.45,6968964.86,8605052.27,10227276.91,16629379.53,30769743.92,83319645.66,37892513.31,222414241.9,181310611.71
h_1,2996.95,4603.85,2651.59,7206.07,7629.27,29170.32,11243087.34,10680880.26,11014240.15,11302524.23,15630984.43,29278940.97,67628289.09,107226175.33,300894155.04,197317940.8
g_1,4729.12,2930.12,2871.05,7461.19,8187.44,28111.06,3800521.06,23521290.56,9077040.91,12136908.5,16179964.97,45336475.87,109954418.37,77625380.78,85916394.36,206791131.04
d_0,1710.65,3158.2,3282.0,13451.11,8619.16,32693.6,4503574.55,7093569.39,22538942.22,10010122.46,18866552.63,29349834.29,116379299.79,78915659.15,224184177.71,262970739.61
c_0,3377.2,3870.71,2897.62,3802.32,8119.19,37992.74,5161067.95,6925376.13,11647242.46,24271268.25,34381666.37,35783882.05,126533849.97,124637764.77,235534764.01,265757046.39
b_0,3438.62,4035.62,3115.17,7163.56,4190.81,32260.14,4657549.13,7637284.34,10141623.31,12746755.55,38998812.92,28395368.13,137026900.95,181920911.38,307580691.82,177104883.45
f_0,3536.06,2154.02,2920.07,6313.26,9003.59,38558.47,4076311.47,7700948.15,11848056.99,13969980.69,19072288.69,84619732.96,116831390.51,127216477.15,285778995.27,518384848.77
h_0,3255.93,5446.43,3496.04,6159.85,7911.05,27544.34,2294573.6,9194545.72,9429368.02,12920600.13,19243242.51,30241301.22,62177725.59,99502566.62,344950308.58,159053013.03
a_0,2860.3,3951.54,3547.71,7946.16,7966.31,12747.9,4535456.44,6566071.58,13167695.29,15267193.18,19840134.08,34410150.55,135190609.02,277347723.47,268943708.36,192822396.58
g_0,4868.59,2553.85,3245.61,7852.4,8398.58,30483.76,3458845.07,4607329.44,8710401.95,13581703.29,18671865.02,56513147.97,119144280.77,103411923.93,185077207.11,204809237.98
e_0,3860.21,3849.04,1635.58,6187.34,9457.08,35311.44,4187708.65,8042264.41,9501697.8,12082807.86,21171152.99,33040018.13,142657276.84,92865117.19,233833274.48,636956159.77
