,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,1.38,1.19,1.27,1.15,1.02,0.45,0.64,0.41,0.41,0.4,0.56,0.27,0.36,0.36,0.39
e_1,0.85,0.67,1.26,1.51,1.43,1.32,0.6,0.6,0.48,0.6,0.47,0.56,0.39,0.5,0.73,0.42
d_1,1.4,1.57,0.64,1.23,1.37,1.18,0.67,0.41,0.5,0.76,0.45,0.45,0.37,0.41,0.37,0.26
c_1,1.42,1.11,1.59,0.64,1.42,1.27,0.57,0.68,0.62,0.3,0.49,0.53,0.45,0.44,0.51,0.36
b_1,1.67,1.35,1.49,0.93,0.62,1.54,0.71,0.63,0.64,0.52,0.86,0.53,0.41,0.46,0.54,0.41
a_1,2.0,1.78,1.55,1.58,1.0,0.57,0.88,0.75,0.7,0.78,0.76,0.49,0.52,1.03,0.62,0.57
h_1,2.24,2.05,1.92,2.12,1.78,1.55,0.56,1.19,0.73,0.68,0.69,0.66,0.97,0.71,0.67,0.62
g_1,2.18,2.67,2.2,2.0,2.18,1.76,0.68,0.54,0.82,0.81,0.79,0.9,0.57,0.8,0.63,0.77
c_0,2.67,2.42,1.41,2.87,2.07,2.01,0.98,0.82,0.62,1.18,1.03,0.94,0.76,0.83,0.86,0.66
d_0,2.36,1.39,3.21,2.84,2.26,1.79,1.11,1.64,0.75,0.62,0.87,0.7,0.78,0.74,0.7,0.64
b_0,2.82,2.44,2.1,2.85,2.37,1.87,1.0,0.85,0.5,0.84,0.59,0.71,0.69,0.89,0.79,0.61
f_0,3.38,2.36,2.18,2.25,2.4,2.17,1.21,0.68,0.76,1.11,0.94,0.56,0.79,0.98,0.89,0.51
h_0,3.04,2.47,2.68,2.44,2.3,2.35,1.2,1.16,0.8,0.86,0.91,0.76,0.94,0.77,0.85,0.73
a_0,3.13,2.34,2.63,2.9,3.25,2.64,1.16,1.14,0.84,0.96,0.61,0.9,0.8,0.57,0.74,0.7
e_0,4.03,3.02,2.97,2.34,2.76,2.12,1.06,1.14,0.91,1.04,0.89,0.51,0.82,1.23,0.53,0.66
g_0,2.82,2.67,2.93,3.04,3.13,2.4,1.08,1.27,0.97,1.11,0.97,1.15,0.77,0.91,1.01,1.0
