,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.14,6.27,9.42,10.02,11.03,12.54,3.41,3.78,2.81,2.24,2.2,2.59,1.62,2.11,7.38,1.36
f_1,10.96,1.14,10.62,11.33,11.21,9.82,2.13,3.28,2.31,1.81,2.24,7.54,0.99,2.28,1.88,2.16
d_1,16.3,14.68,1.14,12.31,11.03,10.03,3.39,1.98,12.55,2.28,2.35,2.24,2.44,1.92,2.31,1.28
c_1,10.45,13.51,18.79,1.14,10.09,14.11,3.6,3.35,1.41,9.58,2.88,2.77,1.87,2.73,2.77,1.74
b_1,14.24,13.86,17.29,7.47,1.15,17.04,4.43,5.88,2.63,4.19,7.88,2.59,1.93,3.47,2.79,2.02
a_1,19.77,25.44,23.22,35.0,12.38,1.15,5.89,6.26,4.46,6.26,5.97,4.6,4.27,13.3,3.19,3.48
h_1,25.78,28.35,22.58,24.34,29.84,22.58,1.89,7.35,4.78,4.3,5.06,5.9,9.93,6.14,4.99,4.49
g_1,36.33,42.69,35.34,37.08,32.22,32.25,7.75,1.88,5.99,5.59,5.35,5.38,3.5,5.62,7.87,8.52
d_0,15.2,32.58,120.41,43.87,36.82,36.86,12.46,11.86,2.68,6.8,7.46,7.44,4.45,13.3,6.81,5.09
c_0,35.0,39.09,16.01,173.06,48.88,34.08,10.89,10.73,9.64,2.72,8.22,8.1,5.47,7.39,6.44,6.2
b_0,37.4,34.71,32.51,47.2,123.26,48.81,11.62,12.75,8.11,4.0,2.61,6.54,5.62,8.49,6.44,6.09
f_0,43.35,128.07,34.96,32.11,43.62,26.96,11.32,7.86,10.23,8.0,9.45,2.54,6.37,9.73,8.63,4.11
h_0,46.52,49.52,48.52,62.3,57.86,42.0,43.0,16.9,10.9,8.32,9.45,8.48,17.79,9.98,6.94,8.74
a_0,59.61,58.95,40.64,59.9,85.91,,15.09,16.1,11.47,9.16,4.57,13.92,8.9,2.71,12.64,6.09
e_0,131.55,95.23,52.44,50.24,50.62,75.25,16.54,16.9,14.46,9.72,13.19,7.14,8.71,9.28,2.93,8.32
g_0,69.36,53.83,67.73,74.17,74.61,53.12,15.64,48.29,15.11,14.36,14.92,11.55,6.78,12.87,13.11,20.06
