,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.72,1.14,1.26,1.05,0.93,0.97,1.06,0.97,1.3,0.94,0.98,1.04,0.92,1.0,1.05
f_1,1.4,1.0,0.88,1.01,1.06,0.97,0.87,1.14,0.84,0.9,0.98,0.68,0.8,0.93,0.78,0.97
d_1,0.88,1.14,1.0,0.92,0.94,1.07,1.14,0.78,1.22,0.99,0.94,0.99,1.05,1.09,0.93,0.95
c_1,0.8,0.99,1.08,1.0,1.4,0.98,1.01,1.22,0.79,0.73,1.01,0.92,0.98,0.9,1.07,0.98
b_1,0.96,0.94,1.07,0.71,1.0,1.54,1.03,1.04,1.35,1.19,0.98,1.02,1.2,0.94,1.04,0.89
a_1,1.08,1.03,0.93,1.02,0.65,1.0,1.21,0.98,1.07,1.11,1.31,1.06,1.27,1.28,1.15,1.05
h_1,1.03,1.15,0.87,1.04,0.96,0.79,1.0,1.22,0.97,0.86,0.92,1.11,1.11,1.06,0.8,1.31
g_1,0.95,0.92,1.24,0.83,0.94,1.0,0.84,1.0,0.94,0.92,1.02,1.62,0.85,0.79,1.02,0.89
c_0,1.08,1.22,0.77,1.25,0.82,0.96,1.06,1.01,1.0,1.15,1.3,1.07,1.17,1.02,1.09,1.01
d_0,0.74,1.21,1.0,1.35,0.83,0.98,1.12,1.04,0.86,1.0,0.91,0.98,1.15,0.93,0.97,1.09
b_0,1.04,1.05,1.05,0.99,1.04,0.7,1.08,0.96,0.74,1.14,1.0,1.03,0.91,1.43,0.84,0.97
f_0,0.95,1.32,1.03,1.12,0.96,0.91,0.93,0.63,0.91,0.99,1.01,1.0,1.13,1.12,1.64,0.92
h_0,0.93,1.27,1.02,0.99,0.86,0.83,0.92,1.15,0.81,0.91,1.13,0.89,1.0,1.15,1.03,1.09
a_0,1.03,1.05,0.92,1.21,1.03,,0.94,1.28,0.97,1.21,0.65,0.93,0.86,1.0,1.09,1.12
e_0,0.98,1.45,1.11,0.96,0.88,0.87,1.21,0.95,1.0,1.03,1.14,0.67,1.05,0.96,1.0,0.9
g_0,0.86,1.02,1.1,1.05,1.1,0.92,0.74,1.14,0.97,0.88,1.09,1.09,0.89,0.91,1.13,1.0
