,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.31,0.9,1.08,0.84,0.83,0.56,0.68,0.6,0.63,0.57,0.54,0.53,0.47,0.43,0.59
e_1,0.76,1.0,0.87,1.06,1.13,0.88,0.78,0.72,0.68,0.93,0.69,0.66,0.73,0.64,0.73,0.59
d_1,1.11,1.13,1.0,0.93,0.86,0.87,0.69,0.55,0.83,0.62,0.69,0.66,0.54,0.57,0.55,0.44
c_1,0.93,0.95,1.07,1.0,1.34,0.81,0.66,0.54,0.53,0.48,0.52,0.56,0.56,0.63,0.49,0.58
b_1,1.19,0.88,1.18,0.75,1.0,1.24,0.72,0.75,0.74,0.68,0.63,0.64,0.57,0.72,0.75,0.66
a_1,1.19,1.13,1.16,1.24,0.8,1.0,1.01,0.91,0.74,0.79,0.85,0.69,0.68,0.72,0.72,0.71
h_1,1.79,1.27,1.45,1.48,1.39,1.03,1.0,1.22,0.89,0.83,0.92,0.79,0.73,0.83,0.75,0.89
g_1,1.62,1.39,1.82,1.78,1.36,1.14,0.83,1.0,0.83,0.87,0.98,1.03,0.79,0.67,0.91,0.8
c_0,1.71,1.51,1.19,1.73,1.22,1.23,1.11,1.32,1.0,1.13,1.35,0.94,1.05,0.97,0.96,0.9
d_0,1.55,1.08,1.54,2.11,1.45,1.3,1.22,1.14,0.82,1.0,0.99,0.92,0.89,0.94,0.75,0.95
b_0,1.78,1.43,1.51,2.03,1.44,1.15,1.13,1.02,0.75,1.08,1.0,1.04,1.37,0.97,0.83,0.8
f_0,1.74,1.49,1.54,1.87,1.43,1.48,1.23,0.97,1.03,1.07,0.95,1.0,0.98,1.12,1.31,0.77
a_0,1.88,1.46,1.75,1.76,1.95,1.37,1.4,1.23,0.96,1.05,0.75,1.01,1.0,1.17,0.98,0.93
h_0,2.25,1.56,1.74,1.57,1.34,1.45,1.19,1.41,1.05,1.12,1.08,0.9,0.9,1.0,1.01,1.11
e_0,2.4,1.34,1.77,2.08,1.34,1.34,1.34,1.18,1.07,1.29,1.18,0.77,0.98,0.9,1.0,0.96
g_0,1.71,1.61,2.32,1.77,1.55,1.41,1.14,1.27,1.15,1.0,1.15,1.39,1.09,0.85,0.94,1.0
