,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.18,1.42,1.55,1.73,1.74,2.3,0.34,0.43,0.33,0.36,0.33,1.37,0.16,0.27,0.3,0.3
e_1,0.91,0.18,2.01,1.79,1.42,1.6,0.55,0.64,0.36,0.33,0.37,0.47,0.26,0.47,0.31,1.18
d_1,1.77,1.92,0.16,1.74,1.43,1.21,0.51,0.32,0.34,1.93,0.32,0.32,0.23,0.33,0.14,0.41
c_1,1.49,1.45,2.04,0.15,1.68,1.99,0.52,0.45,1.18,0.17,0.36,0.36,0.26,0.37,0.23,0.34
b_1,1.91,2.13,1.82,0.82,0.12,1.59,0.42,0.56,0.42,0.36,1.54,0.33,0.29,0.39,0.39,0.28
a_1,2.26,2.18,1.44,2.04,0.84,0.09,0.49,0.43,0.34,0.33,0.52,0.34,0.28,2.8,0.18,0.35
h_1,0.97,0.85,0.85,1.04,1.16,0.89,0.07,0.27,0.15,0.21,0.15,0.19,0.37,0.17,0.16,0.2
g_1,0.97,1.01,0.82,0.95,0.87,1.21,0.19,0.05,0.2,0.25,0.19,0.16,0.13,0.18,0.29,0.2
c_0,0.87,1.11,0.45,2.84,1.6,1.16,0.27,0.3,0.07,0.21,0.19,0.15,0.14,0.2,0.12,0.18
d_0,1.03,0.43,2.65,1.01,1.18,1.0,0.29,0.41,0.29,0.07,0.19,0.16,0.14,0.16,0.15,0.17
b_0,1.06,0.78,0.81,1.21,3.95,0.79,0.22,0.24,0.1,0.22,0.06,0.17,0.12,0.25,0.12,0.16
f_0,3.93,0.82,0.79,0.8,1.14,0.83,0.26,0.2,0.16,0.16,0.2,0.06,0.13,0.16,0.09,0.14
h_0,1.05,0.92,0.81,0.95,0.96,0.76,0.55,0.32,0.19,0.23,0.2,0.18,0.44,0.17,0.14,0.14
a_0,1.17,0.75,0.84,0.89,1.28,,0.31,0.25,0.22,0.23,0.09,0.15,0.12,0.05,0.12,0.14
g_0,1.29,1.01,0.87,1.04,0.98,0.69,0.19,0.74,0.14,0.17,0.14,0.21,0.08,0.16,0.3,0.16
e_0,1.25,2.31,0.96,0.86,1.03,0.8,0.26,0.19,0.15,0.18,0.19,0.07,0.12,0.11,0.16,0.04
