,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,8926.79,4598.76,4000.68,4797.98,8933.33,25369.86,4964100.84,9575046.69,9177531.76,15099828.87,8871347.58,25565247.23,75798569.59,127859118.52,123060214.81,212348779.79
e_1,2503.28,9655.53,5740.56,4148.92,8965.31,30593.48,4491061.92,19076301.14,10532886.0,17216706.41,24166369.78,30251202.35,103507381.14,119497327.46,176141299.67,219329978.11
c_1,2620.67,1972.48,19869.2,5043.04,20051.25,29077.07,4455160.42,8121238.54,8611707.11,5349201.07,18840173.79,20089324.52,86449170.97,128526363.29,166038469.16,294972434.78
d_1,2338.46,2487.54,3570.59,22432.89,9290.1,27675.16,5094034.53,4981811.33,11945960.76,35715017.32,28505888.29,33117860.49,85237830.58,207819964.77,177858104.54,269474836.92
b_1,2613.65,2258.92,4364.76,4554.03,52423.66,61973.38,4535067.01,10629537.78,9846429.8,13226060.08,19069544.53,11528087.98,91957669.27,164624755.25,172359674.82,281528239.83
a_1,2558.2,2242.38,5819.78,5708.22,8959.62,205585.04,4445623.39,11922809.05,8447500.83,14516426.4,20676593.41,25501632.27,100497800.25,199640773.91,100876042.68,254397872.86
h_1,4281.89,2811.7,6544.11,5492.3,10741.53,30421.55,14959761.11,10881718.59,17453869.39,20199520.26,21951285.41,35838595.85,58943088.95,164746248.98,185256782.01,420367651.53
d_0,3203.65,2827.92,9874.92,3507.95,13528.54,36692.59,6654884.02,22725444.19,11067450.36,17588018.07,29084268.63,31290891.7,95280343.95,176362197.18,190387239.21,350024956.01
g_1,2871.12,2546.31,5122.77,10371.75,10304.6,32718.81,5780750.52,9916693.26,38039666.3,19872618.78,39600279.34,34666840.57,86622060.96,239283301.98,233041073.35,195502180.19
c_0,2708.26,3564.23,3844.13,6665.09,9877.16,28253.16,6873409.7,12437515.72,15849382.66,41164775.46,29495565.98,70053343.79,109229854.56,271878831.91,273241291.08,322328898.83
f_0,1702.54,2346.01,6230.14,7455.86,13349.51,45346.43,6830479.36,13013493.71,13072471.05,25214814.17,54948795.15,36707012.69,102877722.98,522736896.39,210484924.55,379470780.25
b_0,3135.73,3335.39,6233.11,6203.89,7007.78,31515.68,6696752.0,12188612.71,15930461.96,21173130.21,26140961.02,79213173.28,115386407.86,229852984.0,460538658.92,386096435.14
h_0,4178.51,2815.44,5964.37,6182.66,12077.13,38721.96,4858243.93,12500443.63,16140760.51,17719668.44,22397483.65,37274707.25,76821490.17,222875304.13,222572431.38,423044485.06
e_0,2403.49,2168.49,6526.52,6453.47,13668.19,35702.64,7855999.72,16092525.13,14564656.6,22811527.19,29185170.74,43623481.83,135665891.27,614187978.91,300174313.59,409661631.35
a_0,3759.1,2671.82,6673.67,7047.37,11308.76,21618.43,6272314.93,12911121.03,11490548.67,19721781.43,27506068.35,37429869.33,115711908.34,215810092.76,634007156.44,372174710.08
g_0,1828.89,2922.98,5647.89,9603.07,12827.38,35539.63,6809763.52,8905696.39,9063207.88,21813938.54,41026749.55,37374598.24,108056601.55,259263108.89,212262143.82,239600416.32
