,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.88,1.25,1.76,1.96,4.36,20.65,35.65,43.46,34.53,45.24,54.28,84.87,90.73,119.0,128.39
f_1,1.16,1.0,1.18,1.54,1.78,3.65,16.07,29.08,32.49,30.62,39.2,42.05,67.26,74.14,76.03,127.1
d_1,0.77,0.88,1.0,0.96,1.14,3.14,14.32,19.41,24.53,34.26,35.75,34.06,59.59,70.01,91.51,74.16
c_1,0.57,0.65,1.05,1.0,1.47,3.0,13.42,21.17,16.41,20.42,26.45,35.54,51.98,62.95,88.48,80.48
b_1,0.5,0.57,0.88,0.68,1.0,3.39,11.31,19.7,16.12,21.61,26.22,28.32,42.46,50.03,61.64,75.19
a_1,0.23,0.27,0.32,0.33,0.3,1.0,4.71,7.22,7.95,9.33,11.46,11.82,22.47,20.0,27.2,30.72
h_1,0.05,0.06,0.07,0.07,0.09,0.21,1.0,1.9,1.43,1.7,2.27,2.35,3.78,4.61,5.49,7.18
g_1,0.03,0.03,0.05,0.05,0.05,0.13,0.53,1.0,0.92,1.09,1.44,1.8,2.17,2.82,4.12,3.56
d_0,0.02,0.03,0.04,0.06,0.06,0.13,0.68,1.07,1.0,0.9,1.41,1.51,2.34,2.96,3.76,4.02
c_0,0.03,0.03,0.03,0.05,0.05,0.11,0.59,0.9,1.06,1.0,1.65,1.27,2.32,2.72,3.38,3.62
b_0,0.02,0.03,0.03,0.04,0.04,0.09,0.46,0.7,0.72,0.6,1.0,0.97,1.82,2.97,2.44,3.04
f_0,0.02,0.02,0.03,0.03,0.04,0.08,0.43,0.54,0.65,0.79,1.0,1.0,1.68,2.02,3.45,2.35
h_0,0.01,0.01,0.02,0.02,0.02,0.04,0.25,0.43,0.41,0.42,0.52,0.58,1.0,0.99,1.31,1.78
a_0,0.01,0.01,0.01,0.02,0.02,0.05,0.22,0.36,0.35,0.39,0.36,0.49,0.99,1.0,1.25,1.38
e_0,0.01,0.01,0.01,0.01,0.02,0.04,0.18,0.27,0.25,0.29,0.4,0.3,0.76,0.71,1.0,1.02
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.14,0.27,0.24,0.28,0.33,0.42,0.55,0.72,0.98,1.0
