,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.9,1.07,0.94,0.68,0.53,0.48,0.6,0.41,0.45,0.4,0.35,0.34,0.34,0.34
f_1,1.31,1.0,0.88,0.9,0.8,0.64,0.43,0.46,0.45,0.34,0.37,0.37,0.3,0.29,0.23,0.3
d_1,1.07,1.16,1.0,0.9,0.96,0.8,0.51,0.37,0.46,0.59,0.4,0.45,0.37,0.33,0.36,0.26
c_1,0.94,1.13,1.12,1.0,1.26,0.74,0.61,0.47,0.34,0.4,0.4,0.34,0.37,0.33,0.32,0.33
b_1,1.06,1.24,1.04,0.81,1.0,1.16,0.58,0.54,0.47,0.54,0.47,0.49,0.42,0.34,0.37,0.34
a_1,1.43,1.57,1.24,1.35,0.87,1.0,0.7,0.62,0.65,0.54,0.58,0.62,0.61,0.62,0.38,0.45
h_1,1.85,2.38,1.95,1.65,1.74,1.4,1.0,1.12,0.83,0.75,0.76,0.77,0.63,0.62,0.65,0.66
g_1,2.06,2.2,2.57,2.17,1.85,1.53,0.9,1.0,0.92,0.89,1.09,0.9,0.68,0.72,0.75,0.68
d_0,1.65,2.23,2.12,3.07,2.07,1.56,1.24,1.14,1.0,0.74,0.92,0.91,0.81,0.74,0.8,0.81
c_0,2.57,2.86,1.66,2.41,1.84,1.95,1.31,1.08,1.34,1.0,0.97,1.49,0.9,0.94,0.96,0.82
f_0,2.17,2.72,2.52,2.44,2.01,1.7,1.24,0.96,1.1,1.01,1.0,1.01,0.9,0.79,1.29,0.63
b_0,2.63,2.77,2.16,2.91,1.95,1.59,1.26,1.14,1.08,0.67,1.11,1.0,0.93,1.26,0.86,0.88
h_0,2.76,3.39,2.67,2.71,2.43,1.77,1.57,1.41,1.15,1.04,1.07,1.04,1.0,0.8,0.91,1.0
a_0,3.01,3.28,2.97,2.89,3.06,1.62,1.63,1.37,1.29,1.11,1.37,0.87,1.23,1.0,1.09,1.05
e_0,2.84,3.94,3.02,3.14,2.74,2.45,1.56,1.41,1.21,1.11,0.8,1.19,1.01,0.92,1.0,0.89
g_0,2.89,3.2,3.74,3.08,2.87,2.39,1.52,1.46,1.29,1.25,1.54,1.12,0.99,0.92,1.12,0.99
