,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.47,1.47,1.52,1.95,1.81,1.69,3.39,3.24,3.51,5.34,3.74,4.3,4.49,3.67,3.53,4.75
f_1,2.37,2.49,1.53,1.69,1.45,1.5,3.0,3.19,3.33,3.59,3.61,3.0,3.91,3.78,2.76,4.16
d_1,1.67,1.88,2.5,1.47,1.48,1.52,3.29,3.11,5.19,3.13,4.14,3.85,4.6,4.0,4.36,4.36
c_1,1.55,1.69,1.56,2.63,2.71,1.7,3.02,3.15,2.67,3.12,2.89,3.34,4.34,3.76,3.3,4.01
b_1,1.58,1.78,1.77,1.38,2.85,3.1,3.22,3.18,3.6,3.14,3.0,3.25,4.79,3.29,3.6,4.66
a_1,1.55,1.84,1.92,1.76,1.3,3.51,3.25,3.04,3.78,3.99,4.07,3.66,5.49,3.32,4.29,5.12
h_1,1.68,1.99,1.77,1.78,1.72,1.57,4.27,3.98,3.51,3.34,3.58,3.58,3.91,4.36,4.05,5.58
g_1,1.52,1.6,2.28,1.52,1.65,1.72,3.17,4.73,3.87,2.94,3.52,5.09,4.83,4.4,4.23,4.38
c_0,1.84,1.9,1.65,1.75,1.53,1.63,3.45,3.42,4.4,3.89,5.38,3.78,4.85,4.82,4.35,5.27
d_0,1.43,1.68,1.56,2.6,2.05,1.59,3.23,3.46,2.87,4.45,3.38,3.87,4.55,4.28,4.1,4.71
b_0,1.81,1.84,1.66,2.0,1.58,1.43,3.49,3.29,3.18,4.12,4.65,3.85,5.05,6.49,4.18,5.01
f_0,1.38,1.79,1.78,1.98,1.82,1.64,3.6,3.11,3.7,3.76,3.93,4.88,5.01,4.56,7.0,4.17
h_0,1.81,2.2,1.83,1.59,1.52,1.42,2.95,3.54,3.64,3.47,3.36,3.97,4.3,4.13,4.15,5.79
a_0,1.8,1.77,1.86,1.72,1.87,1.74,3.38,3.18,3.69,3.42,3.13,3.55,4.8,5.19,3.71,4.81
e_0,1.48,2.0,1.75,2.19,1.94,1.47,3.21,2.81,3.49,3.63,3.88,3.21,4.64,4.71,5.51,4.68
g_0,1.64,1.71,2.19,1.7,1.66,1.45,3.25,3.08,3.91,3.41,3.69,4.89,4.25,4.16,4.55,4.49
