,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.88,0.1,0.07,0.07,0.07,0.04,0.09,0.07,0.17,0.06,0.07,0.06,0.08,0.06,0.01,0.04
f_1,0.17,0.88,0.08,0.08,0.06,0.03,0.08,0.06,0.07,0.06,0.02,0.07,0.07,0.04,0.04,0.07
d_1,0.09,0.09,0.88,0.05,0.07,0.05,0.07,0.07,0.03,0.15,0.07,0.07,0.09,0.04,0.05,0.06
c_1,0.08,0.1,0.08,0.88,0.12,0.04,0.07,0.05,0.07,0.01,0.07,0.05,0.08,0.06,0.06,0.07
b_1,0.09,0.1,0.06,0.07,0.87,0.08,0.09,0.07,0.08,0.09,0.07,0.02,0.08,0.04,0.04,0.06
a_1,0.07,0.11,0.08,0.09,0.06,0.87,0.09,0.05,0.07,0.08,0.06,0.07,0.06,0.01,0.03,0.07
h_1,0.15,0.19,0.17,0.14,0.11,0.06,0.53,0.15,0.13,0.13,0.11,0.1,0.04,0.07,0.09,0.13
g_1,0.15,0.14,0.24,0.09,0.09,0.07,0.13,0.53,0.1,0.12,0.22,0.13,0.11,0.1,0.12,0.03
d_0,0.14,0.17,0.05,0.28,0.13,0.07,0.14,0.1,0.36,0.13,0.12,0.11,0.13,0.1,0.08,0.11
c_0,0.19,0.16,0.17,0.05,0.12,0.09,0.15,0.13,0.11,0.38,0.13,0.24,0.13,0.11,0.08,0.12
f_0,0.13,0.07,0.19,0.19,0.11,0.07,0.18,0.12,0.17,0.16,0.39,0.17,0.13,0.11,0.21,0.15
b_0,0.19,0.15,0.18,0.13,0.04,0.08,0.13,0.12,0.14,0.12,0.14,0.39,0.17,0.19,0.1,0.11
h_0,0.15,0.24,0.15,0.15,0.09,0.07,0.04,0.14,0.12,0.11,0.12,0.1,0.05,0.09,0.08,0.13
a_0,0.17,0.15,0.21,0.14,0.12,0.03,0.15,0.13,0.15,0.1,0.12,0.12,0.17,0.35,0.12,0.1
e_0,0.08,0.22,0.14,0.14,0.14,0.08,0.17,0.1,0.15,0.16,0.14,0.11,0.16,0.12,0.35,0.13
g_0,0.14,0.13,0.28,0.16,0.11,0.05,0.14,0.05,0.11,0.11,0.13,0.11,0.12,0.1,0.09,0.03
