,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.9,1.15,1.06,0.78,0.7,0.97,0.72,0.64,0.66,0.67,0.62,0.69,0.68,0.57
f_1,1.29,1.0,0.83,0.98,0.93,0.8,0.57,0.68,0.66,0.63,0.58,0.64,0.47,0.53,0.46,0.59
d_1,1.12,1.21,1.0,0.95,0.8,0.8,0.73,0.69,0.5,0.82,0.67,0.63,0.62,0.54,0.59,0.46
c_1,0.87,1.02,1.05,1.0,1.38,0.81,0.71,0.49,0.78,0.52,0.63,0.63,0.59,0.56,0.57,0.55
b_1,0.94,1.07,1.24,0.73,1.0,1.53,0.78,0.64,0.71,0.81,0.73,0.65,0.59,0.61,0.55,0.61
a_1,1.29,1.24,1.24,1.23,0.66,1.0,0.96,0.8,0.8,0.69,0.77,0.7,0.79,0.65,0.82,0.72
h_1,1.45,1.76,1.42,1.34,1.25,1.04,1.0,0.99,1.09,0.83,0.88,0.84,0.86,0.76,0.71,1.03
d_0,1.05,1.51,1.44,2.09,1.58,1.19,0.98,1.0,1.1,0.72,0.89,0.9,0.98,0.8,0.84,0.95
g_1,1.36,1.53,2.04,1.29,1.41,1.25,0.89,0.94,1.0,1.03,0.87,1.12,0.8,0.89,0.86,0.78
c_0,1.5,1.65,1.2,1.95,1.23,1.41,1.26,1.35,1.02,1.0,1.32,0.98,0.96,1.06,0.92,1.0
b_0,1.52,1.71,1.44,1.73,1.44,1.21,1.13,1.1,1.15,0.72,1.0,0.91,1.12,1.14,0.94,1.0
f_0,1.48,1.55,1.63,1.53,1.54,1.39,1.25,1.21,0.88,0.99,1.01,1.0,1.07,0.93,1.27,0.79
h_0,1.69,2.12,1.62,1.65,1.63,1.31,1.12,1.06,1.27,1.03,0.9,0.92,1.0,0.77,0.85,1.07
a_0,1.51,1.89,1.75,1.8,1.79,1.48,1.38,1.25,1.08,0.95,0.88,1.07,1.29,1.0,1.0,0.95
e_0,1.5,2.14,1.72,1.81,1.88,1.32,1.34,1.15,1.11,1.12,0.99,0.78,1.13,1.01,1.0,1.11
g_0,1.74,1.78,2.13,1.8,1.55,1.42,0.97,1.03,1.25,1.01,1.03,1.31,0.93,1.02,0.89,1.0
