,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.96,0.62,0.54,0.74,0.56,0.31,0.42,0.37,0.59,0.37,0.37,0.34,0.36,0.32,0.22,0.31
f_1,0.89,0.96,0.59,0.59,0.49,0.35,0.38,0.36,0.41,0.38,0.34,0.27,0.34,0.26,0.21,0.3
d_1,0.68,0.69,0.96,0.51,0.49,0.41,0.38,0.4,0.34,0.62,0.45,0.36,0.37,0.29,0.32,0.28
c_1,0.57,0.69,0.66,0.96,0.9,0.41,0.39,0.37,0.34,0.28,0.26,0.36,0.39,0.27,0.27,0.29
b_1,0.67,0.77,0.71,0.51,0.95,0.74,0.41,0.36,0.4,0.45,0.34,0.35,0.4,0.27,0.27,0.3
a_1,0.86,0.87,0.76,0.68,0.48,0.94,0.51,0.48,0.5,0.51,0.5,0.43,0.49,0.31,0.37,0.34
h_1,0.94,1.2,1.04,0.86,0.81,0.52,0.8,0.63,0.52,0.59,0.54,0.52,0.47,0.37,0.37,0.55
g_1,0.91,0.97,1.18,0.92,0.82,0.54,0.58,0.8,0.59,0.64,0.62,0.68,0.51,0.44,0.48,0.48
d_0,0.9,1.0,0.84,1.38,0.96,0.51,0.66,0.6,0.75,0.38,0.45,0.54,0.58,0.45,0.43,0.49
c_0,1.1,1.1,0.91,0.96,0.7,0.52,0.62,0.64,0.75,0.76,0.89,0.59,0.6,0.59,0.44,0.48
b_0,1.08,1.16,0.98,1.15,0.81,0.49,0.69,0.67,0.73,0.54,0.73,0.54,0.65,0.75,0.43,0.52
f_0,0.96,1.0,1.09,1.08,0.99,0.61,0.61,0.59,0.67,0.62,0.62,0.76,0.73,0.48,0.76,0.48
h_0,1.06,1.34,1.14,1.06,0.92,0.57,0.62,0.79,0.66,0.69,0.58,0.57,0.59,0.52,0.44,0.66
a_0,1.1,1.35,1.09,1.17,0.92,0.5,0.81,0.7,0.67,0.63,0.56,0.56,0.67,0.71,0.47,0.5
e_0,1.02,1.15,1.16,1.19,1.05,0.69,0.75,0.68,0.76,0.75,0.69,0.58,0.74,0.5,0.71,0.55
g_0,1.09,1.06,1.59,1.11,1.01,0.65,0.67,0.65,0.63,0.76,0.62,0.84,0.65,0.51,0.65,0.52
