,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.34,0.99,0.9,0.74,0.69,0.45,0.34,0.46,0.39,0.43,,0.27,0.26,0.27,0.35
e_1,0.75,1.0,1.02,0.99,0.96,0.72,0.46,0.5,0.66,0.34,0.42,0.4,0.31,0.31,,0.22
d_1,1.01,0.98,1.0,0.79,0.97,0.66,0.51,0.42,,0.58,0.37,0.44,0.36,0.4,0.37,0.21
c_1,1.11,1.01,1.27,1.0,1.15,0.55,0.62,0.43,0.33,,0.49,0.42,0.35,0.32,0.34,0.33
b_1,1.35,1.04,1.03,0.87,1.0,1.28,0.61,0.52,0.47,0.53,,0.37,0.39,0.34,0.33,0.28
a_1,1.46,1.38,1.52,1.81,0.78,1.0,0.59,0.55,0.56,0.69,0.51,0.49,,,,
h_1,2.2,2.17,1.98,1.61,1.64,1.69,1.0,0.97,1.09,0.91,0.67,0.64,,0.62,0.64,0.79
g_1,2.94,1.98,2.38,2.33,1.93,1.82,1.03,1.0,0.81,0.78,0.94,1.23,0.85,0.78,0.56,
d_0,2.18,1.53,,2.99,2.11,1.79,0.92,1.23,1.0,0.96,1.12,0.85,0.93,0.79,0.67,0.86
c_0,2.54,2.97,1.71,,1.87,1.46,1.1,1.28,1.04,1.0,1.31,0.78,0.72,0.71,0.56,0.73
b_0,2.34,2.41,2.7,2.03,,1.97,1.49,1.06,0.9,0.77,1.0,0.78,0.94,1.36,0.72,0.9
f_0,,2.49,2.26,2.37,2.68,2.04,1.56,0.81,1.17,1.29,1.28,1.0,0.98,,0.71,0.68
h_0,3.74,3.21,2.75,2.89,2.56,,,1.18,1.08,1.39,1.07,1.02,,0.89,1.28,0.94
a_0,3.84,3.18,2.51,3.09,2.93,,1.61,1.28,1.27,1.42,0.74,,1.13,1.0,0.89,
e_0,3.65,,2.7,2.92,3.06,,1.57,1.78,1.5,1.79,1.38,1.4,0.78,1.12,1.0,
g_0,2.88,4.59,4.72,3.07,3.62,,1.26,,1.16,1.37,1.11,1.46,1.07,,,
