,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,6.04,2.6,2.01,2.72,2.11,2.29,7.08,17.5,9.49,8.21,9.85,10.7,17.23,9.74,15.45,6.67
f_1,3.74,6.37,2.2,2.0,2.02,1.72,7.87,10.74,9.54,8.82,10.44,6.88,15.58,9.38,14.59,8.9
d_1,2.3,2.56,6.42,2.02,2.02,2.15,8.61,5.58,17.73,7.19,12.87,11.25,15.22,11.5,17.92,11.7
c_1,2.03,2.23,2.01,6.8,4.03,2.31,6.88,10.35,6.06,7.0,7.15,9.84,16.31,8.57,15.55,12.71
b_1,2.03,1.95,2.41,2.38,7.41,4.71,8.25,9.58,8.62,7.08,7.2,10.67,14.99,9.33,16.09,12.53
a_1,1.89,2.3,2.21,2.6,2.33,10.67,9.93,10.2,10.48,8.09,11.23,12.92,17.68,10.13,14.82,13.5
h_1,2.18,3.29,2.84,2.33,2.31,1.95,17.69,10.82,11.49,12.51,11.69,11.15,10.28,12.15,21.67,13.81
d_0,2.13,2.54,1.76,4.24,2.67,2.38,8.66,17.24,7.26,10.32,10.34,11.59,18.6,9.44,17.57,14.33
c_0,2.27,2.59,2.86,1.94,2.22,2.58,10.28,10.65,17.73,10.03,22.43,13.54,16.16,17.35,19.22,15.45
g_1,2.43,2.56,3.31,2.29,2.09,1.8,9.04,11.0,11.02,21.0,11.92,18.26,14.41,11.12,13.91,16.19
b_0,2.66,2.78,2.46,2.41,1.82,2.04,9.12,10.23,11.75,10.72,20.33,13.2,21.12,26.35,17.59,14.34
f_0,2.02,2.27,2.57,2.64,2.64,2.66,11.21,10.96,11.3,9.34,13.12,23.99,17.67,15.09,20.75,29.65
h_0,2.38,3.55,2.61,2.3,2.44,2.31,6.55,10.65,10.89,12.16,10.36,11.7,14.26,12.66,23.44,11.15
a_0,2.62,2.58,2.78,2.75,2.73,1.62,10.51,10.3,11.05,11.56,12.62,11.5,18.69,29.23,21.23,12.96
g_0,2.17,1.95,4.24,2.49,2.42,1.78,8.39,9.12,11.88,6.96,11.77,18.26,16.53,10.96,12.64,12.66
e_0,1.83,2.73,3.04,2.33,2.33,2.77,10.83,8.7,12.56,11.49,11.71,13.72,21.22,13.14,22.05,29.61
