,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.01,0.11,0.14,0.12,0.11,0.24,0.21,0.33,0.24,0.24,0.29,,0.23,0.42,0.41,0.54
e_1,0.06,0.01,0.09,0.12,0.12,0.23,0.24,0.3,0.23,0.28,0.23,0.34,0.31,0.49,,0.45
d_1,0.05,0.08,0.01,0.07,0.08,0.14,0.16,0.13,0.17,,0.14,0.22,0.15,0.24,0.25,0.19
c_1,0.04,0.05,0.06,0.01,0.06,0.11,0.15,0.16,,0.08,0.18,0.2,0.17,0.15,0.33,0.17
b_1,0.04,0.04,0.04,0.03,,0.06,0.08,0.1,0.12,0.08,,0.15,0.11,0.18,,0.15
a_1,0.01,0.01,0.01,0.01,0.01,,0.03,0.04,0.04,0.04,0.05,0.03,0.03,,,0.05
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
