,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.25,0.88,1.06,0.74,0.59,0.44,0.45,0.43,0.36,0.4,0.32,0.31,0.3,0.21,0.35
e_1,0.8,1.0,0.92,1.13,0.94,0.71,0.45,0.47,0.55,0.38,0.44,0.45,0.37,0.41,0.4,0.26
d_1,1.14,1.08,1.0,0.92,0.87,0.73,0.54,0.37,0.5,0.53,0.42,0.36,0.34,0.31,0.34,0.24
c_1,0.95,0.88,1.08,1.0,1.4,0.72,0.53,0.42,0.35,0.34,0.3,0.38,0.33,0.27,0.28,0.32
b_1,1.36,1.05,1.15,0.71,1.0,1.26,0.57,0.59,0.47,0.55,0.41,0.41,0.42,0.39,0.37,0.38
a_1,1.69,1.42,1.39,1.4,0.8,1.0,0.84,0.7,0.62,0.61,0.68,0.44,0.53,0.58,0.4,0.44
h_1,2.36,2.12,1.93,1.84,1.75,1.22,1.0,1.05,0.93,0.66,0.74,0.69,0.79,0.69,0.61,0.8
g_1,2.2,2.2,2.71,2.38,1.76,1.47,0.93,1.0,0.84,0.84,0.85,1.17,0.73,0.65,0.84,0.54
d_0,2.33,1.76,1.79,2.92,2.24,1.52,1.11,1.22,1.0,0.8,0.83,0.88,0.82,0.74,0.75,0.77
c_0,2.92,2.55,1.74,2.97,1.84,1.57,1.47,1.18,1.25,1.0,1.33,0.88,0.96,0.92,0.93,0.82
b_0,2.51,2.36,2.34,3.31,2.45,1.46,1.33,1.14,1.23,0.78,1.0,1.06,0.99,1.22,0.84,0.77
f_0,3.05,2.25,2.55,2.47,2.45,2.34,1.41,0.85,1.21,1.11,1.05,1.0,0.91,0.83,1.45,0.7
h_0,3.4,2.65,3.01,2.89,2.31,2.02,1.33,1.4,1.27,1.0,1.05,1.07,1.0,0.87,0.88,1.04
a_0,3.37,2.62,3.27,3.47,2.51,1.78,1.43,1.53,1.39,1.19,0.8,1.17,1.12,1.0,0.91,0.84
e_0,4.96,2.59,3.11,3.39,2.55,2.31,1.72,1.11,1.42,1.07,1.24,0.74,1.1,1.03,1.0,0.94
g_0,3.05,3.64,4.0,3.16,2.56,2.38,1.3,1.87,1.33,1.3,1.26,1.55,0.94,1.11,1.09,1.0
