,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.29,0.9,1.1,0.88,0.96,0.82,0.99,0.89,0.97,0.9,0.91,0.91,0.8,0.77,1.06
e_1,0.77,1.0,0.89,1.07,1.16,0.99,1.13,1.09,1.02,1.4,1.07,1.12,1.21,1.09,1.26,1.08
d_1,1.09,1.11,1.0,0.93,0.9,1.01,0.99,0.84,1.24,0.98,1.07,1.07,0.95,0.97,0.96,0.78
c_1,0.91,0.93,1.07,1.0,1.38,0.91,0.96,0.84,0.82,0.71,0.81,0.9,0.96,1.05,0.84,1.01
b_1,1.13,0.86,1.13,0.73,1.0,1.37,1.0,1.08,1.15,1.02,1.03,0.99,0.92,1.21,1.27,1.12
a_1,1.03,1.0,1.0,1.1,0.72,1.0,1.26,1.17,1.02,1.06,1.18,1.02,1.06,1.07,1.09,1.11
h_1,1.19,0.9,1.03,1.03,1.01,0.83,1.0,1.25,0.94,0.89,1.04,0.9,0.84,0.97,0.89,1.14
g_1,1.09,0.93,1.2,1.14,0.91,0.9,0.8,1.0,0.82,0.87,0.96,1.16,0.92,0.78,1.11,0.98
c_0,1.15,1.0,0.79,1.2,0.8,0.87,1.09,1.27,1.0,1.15,1.45,1.0,1.15,1.11,1.15,1.03
d_0,1.0,0.72,0.97,1.41,1.0,0.95,1.14,1.13,0.81,1.0,1.02,1.0,0.96,1.04,0.92,1.2
b_0,1.1,0.94,0.98,1.24,0.89,0.85,1.0,1.02,0.71,0.97,1.0,1.02,1.52,1.04,0.99,0.92
f_0,1.09,0.92,0.96,1.17,0.95,0.95,1.05,0.87,0.98,0.99,0.93,1.0,1.01,1.12,1.42,0.84
a_0,1.07,0.86,1.02,1.0,1.15,0.88,1.18,1.07,0.85,0.95,0.7,0.94,1.0,1.2,1.05,0.97
h_0,1.28,0.94,1.04,0.97,0.8,0.97,1.02,1.25,0.91,0.99,0.97,0.91,0.86,1.0,0.97,1.14
e_0,1.35,0.78,1.03,1.18,0.83,0.91,1.16,0.98,0.93,1.09,1.01,0.71,0.95,0.94,1.0,0.99
g_0,0.91,0.87,1.36,0.96,0.9,0.89,0.87,1.08,0.99,0.83,0.99,1.26,1.09,0.83,0.95,1.0
