,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.36,0.78,0.75,0.83,0.69,0.2,0.14,0.13,0.23,0.13,0.16,0.12,0.12,0.25,0.11
f_1,0.63,0.17,0.67,0.59,0.6,0.54,0.14,0.15,0.14,0.25,0.14,0.3,0.07,0.15,0.13,0.11
c_1,0.5,0.71,0.16,0.89,0.66,0.57,0.2,0.07,0.22,0.2,0.13,0.12,0.09,0.14,0.14,0.1
d_1,0.91,0.68,0.65,0.15,0.73,0.59,0.18,0.29,0.11,0.12,0.13,0.15,0.09,0.13,0.11,0.05
b_1,0.69,0.81,0.35,0.72,0.13,0.73,0.21,0.16,0.22,0.2,0.3,0.12,0.09,0.17,0.13,0.1
a_1,0.71,0.73,0.76,0.74,0.3,0.1,0.19,0.16,0.14,0.21,0.19,0.13,0.13,0.23,0.11,0.13
h_1,0.5,0.54,0.53,0.51,0.55,0.47,0.06,0.11,0.11,0.13,0.1,0.09,0.11,0.09,0.09,0.07
d_0,0.3,0.56,0.56,0.87,0.6,0.55,0.17,0.07,0.1,0.16,0.11,0.11,0.07,0.09,0.1,0.1
c_0,0.54,0.64,0.87,0.3,0.59,0.45,0.15,0.14,0.06,0.17,0.12,0.1,0.08,0.09,0.1,0.07
g_1,0.54,0.67,0.58,0.47,0.54,0.54,0.1,0.12,0.11,0.05,0.12,0.1,0.06,0.09,0.1,0.12
b_0,0.47,0.53,0.74,0.38,1.34,0.49,0.16,0.1,0.06,0.16,0.05,0.1,0.07,0.09,0.09,0.08
f_0,0.46,1.19,0.59,0.46,0.52,0.53,0.14,0.1,0.1,0.08,0.1,0.05,0.09,0.07,0.09,0.05
h_0,0.48,0.58,0.46,0.47,0.51,0.49,0.25,0.1,0.11,0.15,0.1,0.12,0.11,0.09,0.1,0.07
a_0,0.56,0.58,0.48,0.42,0.74,0.99,0.15,0.1,0.1,0.12,0.06,0.1,0.07,0.04,0.08,0.08
e_0,0.73,0.63,0.51,0.47,0.48,0.49,0.12,0.11,0.11,0.12,0.12,0.06,0.08,0.12,0.04,0.06
g_0,0.53,0.61,0.56,0.44,0.54,0.51,0.11,0.12,0.1,0.2,0.09,0.1,0.06,0.09,0.11,0.1
