,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.83,1.15,0.92,0.98,0.8,0.72,0.9,0.59,0.64,0.62,0.7,0.59,0.6,0.55,0.58
f_1,1.23,1.0,0.97,0.89,0.93,0.82,0.58,0.7,0.6,0.64,0.62,0.57,0.56,0.5,0.47,0.57
c_1,0.86,1.02,1.0,1.12,1.2,0.83,0.69,0.48,0.64,0.67,0.59,0.63,0.52,0.6,0.59,0.58
d_1,1.06,1.16,0.85,1.0,0.95,0.8,0.74,0.66,0.85,0.59,0.71,0.62,0.6,0.61,0.56,0.44
b_1,0.99,1.08,0.86,1.05,1.0,1.2,0.76,0.64,0.74,0.65,0.6,0.6,0.58,0.64,0.59,0.62
a_1,1.23,1.21,1.21,1.24,0.85,1.0,0.88,0.84,0.74,0.84,0.7,0.74,0.8,0.69,0.77,0.77
h_1,1.41,1.69,1.48,1.41,1.32,1.16,1.0,0.94,0.83,1.01,0.9,0.85,0.84,0.85,0.75,0.85
d_0,1.15,1.4,2.08,1.5,1.53,1.12,1.0,1.0,0.83,1.15,0.83,0.89,0.84,0.91,0.84,0.83
c_0,1.63,1.66,1.63,1.23,1.39,1.34,1.18,1.19,1.0,1.06,1.23,1.07,0.96,0.91,0.8,0.79
g_1,1.48,1.57,1.47,1.8,1.44,1.26,0.97,0.87,0.97,1.0,0.94,1.09,0.88,0.77,0.92,0.82
b_0,1.65,1.6,1.69,1.44,1.59,1.52,1.15,1.15,0.81,1.1,1.0,0.96,1.21,0.88,0.92,0.92
f_0,1.39,1.73,1.62,1.64,1.64,1.39,1.22,1.1,0.94,0.93,1.09,1.0,1.03,1.05,1.26,0.75
a_0,1.67,1.7,1.88,1.64,1.76,1.34,1.26,1.17,1.05,1.17,0.82,1.02,1.0,1.06,0.9,0.99
h_0,1.66,1.97,1.63,1.61,1.61,1.49,1.19,1.07,1.1,1.29,1.1,0.99,0.92,1.0,0.98,1.14
e_0,1.85,2.15,1.69,1.76,1.6,1.3,1.32,1.18,1.16,1.09,1.1,0.8,1.08,1.02,1.0,1.02
g_0,1.79,1.77,1.78,2.09,1.67,1.3,1.19,1.13,1.22,1.2,1.06,1.29,0.99,0.88,0.92,1.0
