,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.36,1.14,1.24,1.25,1.03,0.45,0.64,0.44,0.42,0.5,0.61,0.31,0.38,0.39,0.39
e_1,0.85,0.66,1.36,1.51,1.4,1.23,0.61,0.73,0.61,0.47,0.43,0.6,0.41,0.48,0.65,0.4
d_1,1.57,1.44,0.64,1.35,1.3,1.07,0.58,0.38,0.73,0.52,0.47,0.43,0.38,0.47,0.46,0.29
c_1,1.53,1.18,1.52,0.64,1.39,1.09,0.65,0.59,0.31,0.61,0.45,0.4,0.43,0.49,0.44,0.34
b_1,1.49,1.44,1.52,0.92,0.62,1.78,0.67,0.54,0.53,0.62,0.84,0.53,0.45,0.42,0.45,0.45
a_1,1.95,1.65,1.81,1.74,0.91,0.57,0.93,0.93,0.63,0.63,0.75,0.63,0.51,0.74,0.57,0.54
h_1,2.3,1.86,1.89,1.96,2.0,1.72,0.57,0.88,0.71,0.74,0.75,0.68,0.68,0.59,0.66,0.64
g_1,2.46,2.22,2.4,2.05,2.08,1.88,0.79,0.54,0.74,0.69,0.82,0.8,0.49,0.78,0.71,0.64
d_0,2.28,1.38,2.7,2.58,2.12,2.13,1.07,1.15,0.62,0.79,0.79,0.82,0.74,0.69,0.83,0.69
c_0,2.31,2.28,1.39,3.5,2.25,1.97,0.98,1.05,1.12,0.61,0.94,0.93,0.73,0.89,0.66,0.74
b_0,2.16,2.57,1.73,2.95,3.2,1.9,1.0,0.94,1.03,0.51,0.58,0.78,0.63,0.88,0.74,0.53
f_0,3.45,2.19,2.45,2.64,2.08,2.02,1.05,0.8,0.84,0.93,0.91,0.57,0.65,0.91,0.93,0.49
h_0,2.64,2.51,2.4,2.52,2.18,2.27,1.55,1.27,0.94,0.79,1.04,0.91,0.95,0.75,0.71,0.74
a_0,2.99,2.67,2.39,2.78,3.13,2.81,1.53,1.18,1.07,0.78,0.58,0.83,0.86,0.57,0.86,0.74
e_0,3.54,3.37,2.33,2.59,2.94,2.64,1.18,1.09,0.96,1.12,1.08,0.54,0.77,0.78,0.55,0.67
g_0,3.22,2.71,2.79,3.09,2.99,2.43,1.02,1.56,1.05,0.91,1.09,0.97,0.66,0.86,0.93,0.98
