,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.73,1.5,1.69,1.77,3.3,19.26,30.6,42.39,39.09,46.96,45.98,75.14,109.79,112.18,138.27
f_1,1.36,1.0,1.19,1.36,1.49,2.94,14.38,25.68,26.6,29.48,39.77,38.71,60.4,87.02,65.24,124.98
d_1,0.66,0.84,1.0,0.96,1.27,2.72,11.73,15.26,20.12,38.06,24.85,30.99,50.86,59.2,79.05,68.12
c_1,0.6,0.74,1.04,1.0,1.64,2.16,13.58,18.86,13.87,21.25,25.9,25.78,48.84,67.13,63.86,83.44
b_1,0.57,0.67,0.8,0.61,1.0,3.03,10.56,19.84,15.64,25.1,25.33,23.85,42.28,51.14,63.84,68.75
a_1,0.3,0.34,0.37,0.46,0.33,1.0,4.57,7.69,8.4,10.03,12.17,14.51,28.2,39.43,25.24,41.43
h_1,0.05,0.07,0.09,0.07,0.09,0.21,1.0,2.03,1.53,2.04,2.33,2.27,3.96,5.59,5.99,7.3
g_1,0.03,0.04,0.07,0.05,0.05,0.13,0.5,1.0,0.89,1.24,1.81,1.74,2.33,3.47,3.66,4.24
d_0,0.02,0.04,0.05,0.08,0.06,0.13,0.66,1.19,1.0,1.1,1.51,1.6,2.5,3.19,3.78,5.06
c_0,0.03,0.03,0.03,0.04,0.04,0.1,0.48,0.83,0.91,1.0,1.14,1.93,2.09,2.78,3.26,3.87
f_0,0.02,0.02,0.04,0.04,0.04,0.08,0.44,0.55,0.68,0.9,1.0,1.06,1.93,2.39,3.96,2.45
b_0,0.02,0.03,0.03,0.04,0.04,0.07,0.41,0.6,0.64,0.53,1.08,1.0,1.64,3.37,2.66,3.52
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.26,0.42,0.39,0.48,0.47,0.61,1.0,1.15,1.39,1.93
a_0,0.01,0.01,0.02,0.02,0.02,0.03,0.19,0.28,0.3,0.37,0.47,0.31,0.88,1.0,1.24,1.43
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.18,0.27,0.26,0.32,0.26,0.39,0.64,0.8,1.0,1.23
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.14,0.24,0.21,0.26,0.39,0.29,0.5,0.69,0.8,1.0
