,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.39,0.67,0.71,0.83,0.76,0.76,1.58,1.3,2.92,1.72,1.8,2.05,2.29,1.91,0.93,1.82
f_1,1.15,2.4,0.71,0.89,0.71,0.63,1.09,1.42,1.5,1.67,1.79,0.88,1.74,1.89,1.69,2.12
d_1,0.77,0.87,2.52,0.59,0.73,0.78,1.78,1.49,0.9,2.71,1.88,1.55,2.38,1.71,1.48,1.81
c_1,0.74,0.69,0.86,2.58,1.23,0.83,1.18,1.46,1.52,0.77,1.44,1.62,2.14,1.34,1.73,2.38
b_1,0.76,0.78,0.79,0.73,2.69,1.19,1.54,1.7,1.63,1.68,0.53,1.57,2.13,1.74,1.83,1.88
a_1,0.77,0.84,0.81,0.62,0.69,3.25,1.65,1.61,1.61,1.8,1.79,2.28,1.93,,1.72,1.88
h_1,0.86,1.43,1.1,1.18,0.91,0.83,3.94,2.25,1.64,1.8,2.01,1.91,1.61,1.83,2.27,3.73
g_1,1.0,0.87,1.38,0.91,0.9,1.1,1.57,4.24,1.75,2.32,2.29,3.14,2.42,1.91,2.14,1.84
d_0,0.8,1.15,0.68,1.67,0.99,0.94,2.21,1.7,3.68,1.86,2.13,2.45,2.72,2.36,3.02,3.12
c_0,1.09,1.14,0.94,0.68,0.92,0.9,2.66,2.03,2.53,3.76,4.03,3.12,2.87,2.5,2.19,2.83
b_0,1.03,1.15,1.0,1.17,0.77,0.75,2.09,2.05,2.35,1.86,4.16,2.22,3.56,4.12,2.82,3.54
f_0,0.91,0.68,1.18,1.3,1.03,1.05,2.26,1.83,2.12,1.93,3.01,4.19,2.53,2.17,4.21,2.68
h_0,0.82,1.54,0.95,0.95,0.97,1.03,1.16,2.28,2.28,1.96,1.75,2.57,1.74,1.75,1.88,3.33
a_0,0.94,1.16,1.1,1.39,0.97,,2.33,1.61,2.11,2.12,1.8,1.79,3.26,4.86,2.2,3.3
e_0,0.59,0.92,1.26,1.29,1.02,0.89,2.81,2.4,1.87,2.66,2.12,2.3,3.17,2.16,5.02,2.75
g_0,0.99,1.06,1.45,0.8,1.14,0.99,1.52,1.1,1.85,2.11,1.86,2.44,2.36,2.07,2.19,1.92
