,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,90.92,57.98,42.87,47.02,80.2,211.19,4821.78,11351.61,12192.72,16165.37,19683.46,10975.64,54938.64,51196.29,76372.4,126221.63
e_1,25.82,108.21,43.71,47.38,64.6,206.26,5395.43,22072.83,13618.04,18156.31,17075.65,34654.42,52217.82,48308.08,71294.4,113606.98
c_1,26.74,33.22,134.0,49.37,106.98,185.01,4115.33,8835.01,9145.51,4743.08,17010.51,30582.74,50946.34,41920.85,64070.5,94192.59
d_1,27.08,29.01,35.87,150.91,60.01,174.87,4196.86,6431.26,10483.01,18485.52,18075.53,23499.71,56495.26,48827.15,50365.83,100673.61
b_1,24.16,26.68,28.55,42.05,202.74,253.43,4476.4,8299.41,8760.31,8740.11,4684.73,26302.0,47411.54,30619.93,47436.31,101533.57
a_1,16.34,16.61,25.35,28.96,36.93,477.0,3115.67,7012.3,7797.74,8674.45,10051.38,22246.79,29339.74,15532.76,50387.35,43161.44
h_1,11.59,9.45,14.83,16.47,18.22,51.53,3040.19,3589.16,4833.72,4522.55,6443.49,9003.01,10630.82,15617.71,26972.56,31308.74
d_0,6.73,5.73,19.71,7.91,17.7,45.62,1234.23,4828.41,3343.59,3716.05,5126.7,7746.37,16779.69,11775.88,22758.25,22699.55
g_1,5.58,6.72,11.84,16.07,18.58,40.82,972.56,2367.4,6372.63,2767.2,5143.87,11268.15,12340.34,14244.01,20267.56,15400.52
c_0,6.55,7.09,9.84,12.23,16.64,40.47,1187.03,3097.22,3238.33,5764.04,8079.5,6684.69,15175.26,12687.82,20503.37,24259.36
b_0,6.3,7.5,11.19,10.32,10.78,37.5,1135.34,2651.64,2062.77,2408.85,7019.18,6677.21,13837.11,19465.69,21599.14,23991.55
f_0,2.86,5.94,9.2,9.92,13.53,26.54,984.8,2276.44,1944.32,2497.53,3660.22,10654.33,12164.36,12201.14,31621.38,15050.34
h_0,5.59,5.36,6.76,7.64,10.25,33.58,512.92,1606.6,2278.14,1819.82,3345.54,4912.83,5175.68,7566.63,13680.75,20192.35
a_0,4.43,5.4,8.35,8.53,10.99,,805.9,1997.28,1702.12,2445.39,1966.04,4885.36,10110.77,15988.77,12860.92,18621.12
e_0,3.34,,7.4,10.19,11.34,23.71,662.24,1552.43,1939.03,2239.92,2221.25,3536.49,8960.69,7131.48,22478.41,9049.38
g_0,3.18,4.03,6.39,8.65,8.01,28.56,602.96,1395.31,1183.22,1692.36,2220.42,5724.83,6336.46,5433.95,13676.5,7727.52
