,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,b_0,d_0,f_0,h_0,a_0,e_0,g_0
d_1,0.01,0.08,0.09,0.08,0.11,0.14,0.14,0.14,0.24,0.15,,0.24,0.19,0.29,0.29,0.2
f_1,0.07,0.01,0.09,0.08,0.07,0.1,0.13,0.2,0.18,0.2,0.18,,0.19,0.24,0.29,0.3
e_1,0.07,0.04,0.01,0.07,0.09,0.12,0.19,0.22,0.16,0.19,0.19,0.22,0.22,0.33,,0.34
c_1,0.06,0.07,0.06,0.01,0.08,0.07,0.1,0.13,,0.12,0.08,0.16,0.15,0.22,0.19,0.26
b_1,0.03,0.04,0.03,0.03,,0.11,0.08,0.08,0.11,,0.11,0.09,0.12,0.17,,0.12
a_1,0.02,0.02,0.02,0.03,0.01,,0.04,0.05,0.04,0.06,0.05,0.05,0.06,,0.07,0.06
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
