,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.17,0.41,0.69,0.66,0.65,0.64,0.22,0.19,0.15,0.13,0.14,0.17,0.14,0.11,0.26,0.13
f_1,0.65,0.17,0.58,0.71,0.65,0.61,0.13,0.21,0.13,0.15,0.13,0.24,0.12,0.07,0.1,0.1
d_1,0.71,0.65,0.16,0.66,0.61,0.69,0.18,0.13,0.13,0.3,0.14,0.13,0.11,0.08,0.15,0.06
c_1,0.5,0.64,0.92,0.14,0.74,0.6,0.19,0.17,0.23,0.07,0.13,0.12,0.13,0.1,0.14,0.09
b_1,0.7,0.67,0.62,0.36,0.13,0.69,0.26,0.24,0.15,0.16,0.27,0.14,0.15,0.1,0.15,0.09
a_1,0.71,0.73,0.68,0.67,0.32,0.09,0.21,0.22,0.19,0.19,0.19,0.14,0.32,0.14,0.12,0.14
h_1,0.54,0.58,0.5,0.56,0.5,0.46,0.07,0.16,0.11,0.13,0.1,0.09,0.1,0.11,0.1,0.07
g_1,0.5,0.59,0.49,0.61,0.52,0.48,0.11,0.06,0.11,0.11,0.1,0.11,0.1,0.06,0.12,0.1
c_0,0.58,0.64,0.27,1.45,0.55,0.44,0.15,0.14,0.06,0.18,0.13,0.1,0.09,0.08,0.12,0.07
d_0,0.28,0.54,1.0,0.57,0.58,0.55,0.18,0.14,0.13,0.06,0.12,0.11,0.13,0.08,0.13,0.1
b_0,0.45,0.54,0.48,0.62,1.17,0.48,0.16,0.15,0.06,0.11,0.05,0.08,0.1,0.08,0.1,0.07
f_0,0.45,0.87,0.52,0.55,0.53,0.5,0.13,0.1,0.09,0.11,0.12,0.05,0.1,0.08,0.14,0.05
a_0,0.49,0.56,0.47,0.56,0.84,0.74,0.14,0.17,0.1,0.12,0.05,0.09,0.04,0.06,0.11,0.05
h_0,0.49,0.56,0.5,0.6,0.49,0.43,0.24,0.14,0.1,0.1,0.09,0.08,0.08,0.12,0.09,0.07
e_0,0.79,0.81,0.42,0.53,0.56,0.57,0.15,0.12,0.1,0.12,0.1,0.04,0.09,0.06,0.04,0.07
g_0,0.63,0.58,0.46,0.5,0.53,0.48,0.13,0.2,0.1,0.11,0.09,0.09,0.11,0.06,0.08,0.11
