,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.06,1.02,1.22,1.13,1.02,0.23,0.38,0.22,0.22,0.21,0.33,0.11,0.18,0.2,0.18
e_1,0.69,0.44,1.17,1.29,1.39,1.28,0.35,0.39,0.23,0.26,0.25,0.3,0.16,0.24,0.39,0.19
d_1,1.25,1.48,0.41,1.19,1.3,1.02,0.38,0.2,0.22,0.42,0.21,0.23,0.16,0.22,0.2,0.1
c_1,1.3,0.98,1.65,0.4,1.1,1.2,0.34,0.41,0.35,0.14,0.27,0.28,0.21,0.25,0.26,0.17
b_1,1.5,1.31,1.48,0.74,0.38,1.32,0.49,0.4,0.38,0.28,0.56,0.3,0.19,0.27,0.34,0.19
a_1,2.03,1.84,1.57,1.35,0.84,0.32,0.5,0.45,0.4,0.44,0.41,0.31,0.26,0.61,0.41,0.3
h_1,2.21,2.26,2.14,2.36,2.08,1.65,0.29,0.75,0.44,0.45,0.41,0.41,0.54,0.39,0.41,0.35
g_1,2.74,3.04,2.08,2.33,2.38,1.82,0.49,0.27,0.52,0.61,0.49,0.49,0.29,0.54,0.42,0.46
c_0,2.92,2.99,1.36,3.36,2.59,2.25,0.67,0.55,0.32,0.73,0.53,0.56,0.42,0.46,0.63,0.34
d_0,2.38,1.48,3.33,2.89,2.58,2.43,0.78,1.24,0.56,0.34,0.55,0.48,0.44,0.5,0.48,0.38
b_0,3.01,2.71,2.14,3.26,3.31,2.33,0.67,0.59,0.3,0.52,0.3,0.47,0.38,0.49,0.52,0.34
f_0,4.02,2.79,2.45,2.92,2.82,2.43,0.81,0.45,0.5,0.69,0.59,0.28,0.46,0.61,0.52,0.26
h_0,3.26,2.88,2.81,3.03,2.75,2.84,1.01,0.83,0.57,0.57,0.65,0.56,0.6,0.51,0.62,0.41
a_0,3.53,2.75,2.76,3.6,4.22,3.69,0.82,0.85,0.52,0.66,0.38,0.68,0.47,0.29,0.54,0.41
e_0,5.18,3.99,3.41,2.89,3.25,2.74,0.8,0.79,0.66,0.69,0.61,0.28,0.49,0.96,0.25,0.36
g_0,3.46,3.17,3.23,3.68,3.66,3.26,0.79,1.05,0.69,0.76,0.69,0.68,0.42,0.67,0.72,0.63
