,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.78,1.48,1.67,1.17,1.1,1.07,4.71,11.18,4.21,6.07,6.99,7.56,9.02,7.02,3.27,8.43
f_1,2.26,6.01,1.2,1.3,1.11,0.99,4.13,5.97,4.48,5.77,6.14,2.93,8.53,6.01,4.63,9.57
c_1,1.2,1.4,6.38,1.19,2.54,1.01,4.59,5.54,3.91,1.55,3.76,5.49,8.49,6.04,6.46,8.85
d_1,1.25,1.32,0.85,6.52,1.36,1.29,4.61,2.66,6.36,12.79,7.91,7.05,9.4,7.85,6.81,8.91
b_1,1.06,1.14,1.34,1.21,7.52,2.92,4.95,5.46,4.55,5.51,2.29,5.81,9.93,5.21,6.74,8.57
a_1,1.21,1.46,1.61,1.3,1.04,10.67,5.27,5.74,3.7,5.67,7.55,6.38,8.5,1.95,7.31,9.36
h_1,1.24,2.34,1.82,1.64,1.45,1.41,17.06,5.49,7.3,5.91,7.01,5.73,7.79,6.97,9.49,14.99
d_0,1.56,1.56,3.24,0.53,1.58,1.67,6.97,15.5,5.32,4.86,6.73,7.33,11.46,5.76,7.85,8.78
g_1,1.52,1.35,1.36,2.84,1.33,1.16,5.51,5.71,20.39,7.72,7.74,11.62,9.79,6.87,8.12,6.48
c_0,2.13,1.76,0.93,1.74,1.1,1.74,5.71,7.37,6.07,16.21,13.74,7.26,11.72,9.61,7.48,9.94
b_0,1.78,1.48,1.95,1.88,0.81,1.11,6.49,7.33,5.27,7.1,17.32,8.47,10.8,16.08,9.63,12.33
f_0,1.37,1.05,1.62,1.59,1.59,1.68,6.69,7.33,7.09,9.33,8.71,19.97,12.88,7.87,17.48,12.51
h_0,1.38,2.58,1.65,1.74,1.24,1.31,4.0,6.91,7.76,7.84,7.84,8.48,7.31,7.97,9.17,16.2
a_0,1.9,1.46,1.7,1.95,1.67,0.39,5.59,7.63,5.66,8.15,7.14,7.18,11.88,23.09,9.8,11.75
e_0,0.74,2.02,1.97,1.51,1.49,1.72,7.97,7.39,6.48,8.59,7.85,8.44,14.26,8.88,23.91,12.58
g_0,1.18,1.63,1.65,2.64,1.4,1.42,5.17,5.79,3.76,7.65,8.6,12.51,14.79,9.6,9.99,8.19
