,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.44,1.52,1.54,2.04,1.78,1.59,3.24,3.34,5.13,3.57,3.84,3.63,4.45,3.8,3.58,4.78
f_1,2.34,2.45,1.62,1.62,1.53,1.52,2.98,3.16,3.59,3.14,3.06,3.59,4.11,3.56,2.79,4.14
d_1,1.65,1.85,2.64,1.41,1.68,1.74,3.3,2.96,2.94,5.53,3.52,4.17,4.57,4.0,4.13,4.1
c_1,1.47,1.7,1.8,2.66,2.41,1.72,3.37,3.06,2.97,3.0,3.24,2.7,4.46,3.55,3.48,4.43
b_1,1.58,1.71,1.55,1.57,2.77,2.63,3.11,3.26,3.32,3.73,3.7,3.52,4.75,3.26,3.83,4.37
a_1,1.65,1.8,1.69,1.71,1.48,3.29,3.35,3.32,4.07,3.68,3.9,4.32,5.41,4.3,3.61,4.74
h_1,1.69,2.01,1.88,1.52,1.68,1.65,4.23,4.09,3.23,3.67,3.75,3.69,4.07,3.94,4.23,5.29
g_1,1.56,1.65,2.3,1.88,1.61,1.61,2.82,4.68,3.08,3.93,4.89,3.7,4.34,4.1,4.63,4.48
d_0,1.52,1.69,1.61,2.71,1.86,1.55,3.18,3.52,4.45,2.9,3.67,3.7,4.42,3.84,4.15,5.25
c_0,1.79,1.94,1.55,1.63,1.42,1.97,3.57,3.5,3.96,4.6,3.93,6.37,4.76,5.11,4.93,5.38
f_0,1.52,1.67,1.88,1.87,1.67,1.67,3.36,3.48,3.66,3.72,4.79,4.21,4.8,3.94,6.99,4.37
b_0,1.79,1.88,1.74,1.98,1.47,1.46,3.3,3.5,3.59,3.09,4.22,4.78,4.78,6.67,4.34,5.57
h_0,1.71,2.12,1.77,1.77,1.69,1.55,3.13,3.94,3.18,3.58,3.78,3.6,4.19,3.45,4.13,5.61
a_0,1.77,1.95,1.78,1.68,1.91,1.28,3.59,3.25,3.49,3.46,4.27,3.31,5.45,5.44,4.21,5.62
e_0,1.57,1.89,1.85,1.89,1.79,1.82,3.29,3.49,3.16,3.66,3.29,3.76,4.7,3.94,5.55,5.02
g_0,1.6,1.64,2.26,1.73,1.67,1.77,3.44,3.3,3.18,3.77,4.86,3.5,4.53,3.5,4.61,4.33
