,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.23,0.85,0.89,0.77,0.63,0.4,0.46,0.43,0.35,0.36,0.36,0.3,0.32,0.27,0.31
e_1,0.81,1.0,0.91,1.09,0.87,0.68,0.53,0.44,0.58,0.41,0.41,0.46,0.39,0.33,0.31,0.34
d_1,1.16,1.09,1.0,0.81,0.96,0.7,0.55,0.39,0.43,0.57,0.42,0.41,0.38,0.35,0.36,0.28
c_1,1.12,0.91,1.22,1.0,1.33,0.72,0.56,0.46,0.31,0.35,0.36,0.37,0.35,0.36,0.33,0.3
b_1,1.3,1.14,1.05,0.77,1.0,1.22,0.6,0.54,0.46,0.57,0.49,0.42,0.4,0.31,0.4,0.35
a_1,1.59,1.41,1.43,1.36,0.85,1.0,0.71,0.58,0.62,0.6,0.58,0.51,0.55,0.44,0.48,0.55
h_1,2.46,2.0,1.8,1.75,1.61,1.3,1.0,1.02,0.78,0.73,0.78,0.71,0.72,0.68,0.58,0.71
g_1,2.2,2.23,2.53,2.19,1.79,1.86,0.98,1.0,0.88,0.87,0.82,1.01,0.7,0.65,0.75,0.65
d_0,2.31,1.72,2.34,3.38,2.2,1.56,1.32,1.16,1.0,0.74,0.94,0.84,0.87,0.76,0.75,0.77
c_0,2.74,2.33,1.84,2.74,1.84,1.64,1.39,1.17,1.32,1.0,1.29,0.95,0.86,0.95,0.76,0.76
b_0,2.73,2.48,2.38,2.82,1.99,1.67,1.28,1.29,1.02,0.79,1.0,0.89,0.9,1.24,0.76,0.8
f_0,2.81,2.28,2.6,2.7,2.35,2.0,1.42,1.02,1.13,1.07,1.06,1.0,0.94,0.9,1.12,0.67
h_0,3.3,2.68,2.65,2.72,2.45,1.79,1.4,1.44,1.15,1.12,1.13,1.0,1.0,0.91,0.92,0.93
a_0,3.13,2.96,2.89,3.09,3.47,1.92,1.41,1.57,1.17,0.99,0.83,1.13,1.1,1.0,0.97,0.93
e_0,3.78,3.07,3.07,3.19,2.28,2.17,1.72,1.4,1.33,1.29,1.31,0.91,1.1,0.93,1.0,0.92
g_0,3.13,2.93,3.67,3.32,2.79,1.77,1.46,1.63,1.33,1.26,1.25,1.51,1.07,1.11,1.06,1.0
