,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.23,0.22,0.2,0.28,0.2,0.16,0.35,0.35,0.94,0.5,0.48,0.48,0.57,0.36,0.11,0.46
f_1,0.41,2.28,0.23,0.22,0.18,0.17,0.38,0.34,0.41,0.46,0.42,0.1,0.62,0.37,0.3,0.51
d_1,0.24,0.23,2.37,0.15,0.22,0.17,0.36,0.36,0.11,0.87,0.59,0.45,0.61,0.36,0.39,0.41
c_1,0.18,0.23,0.19,2.45,0.41,0.16,0.44,0.33,0.49,0.08,0.41,0.4,0.5,0.42,0.38,0.51
b_1,0.21,0.27,0.21,0.23,2.51,0.27,0.5,0.39,0.41,0.39,0.06,0.47,0.53,0.19,0.49,0.42
a_1,0.24,0.25,0.21,0.22,0.16,3.04,0.46,0.37,0.53,0.48,0.43,0.51,0.64,0.11,0.31,0.55
h_1,0.37,0.62,0.42,0.32,0.33,0.23,2.87,0.86,0.69,0.74,0.62,0.8,0.29,0.65,0.73,1.19
g_1,0.29,0.33,0.7,0.37,0.34,0.27,0.73,3.09,0.73,0.74,0.79,1.45,0.84,0.52,0.64,0.4
d_0,0.44,0.4,0.12,0.72,0.35,0.34,0.56,0.56,2.23,0.66,0.88,0.98,1.01,0.5,0.65,0.58
c_0,0.41,0.52,0.48,0.2,0.22,0.29,0.7,0.74,0.88,2.37,1.65,0.81,1.13,1.02,0.76,0.85
b_0,0.5,0.41,0.4,0.39,0.16,0.28,0.79,0.63,0.98,1.15,2.49,0.87,0.91,1.55,0.71,0.83
f_0,0.44,0.15,0.48,0.44,0.39,0.32,0.75,0.64,0.89,0.76,0.85,2.34,0.94,0.74,1.58,0.94
h_0,0.42,0.62,0.42,0.34,0.35,0.23,0.23,0.79,0.82,0.84,0.67,0.88,0.37,0.68,0.55,1.19
a_0,0.48,0.48,0.45,0.31,0.36,0.11,0.83,0.74,0.61,1.0,0.91,0.87,0.88,2.88,0.78,0.92
e_0,0.16,0.43,0.49,0.35,0.41,0.32,0.87,0.96,1.03,0.73,0.74,1.14,1.2,0.68,2.95,1.21
g_0,0.4,0.37,0.54,0.35,0.39,0.2,0.58,0.26,0.78,0.78,0.62,1.24,0.88,0.61,0.87,0.43
