,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.24,0.97,0.91,0.94,0.84,0.88,1.01,1.0,0.99,0.96,0.97,0.8,0.99,0.96,1.13
e_1,0.82,1.0,1.15,0.94,1.03,1.06,1.05,1.4,1.09,0.99,1.0,1.22,1.02,0.94,1.21,1.05
c_1,1.02,0.87,1.0,1.06,1.36,0.93,0.98,0.72,0.94,0.85,0.86,0.9,1.04,0.95,0.79,0.99
d_1,1.09,1.05,0.93,1.0,0.91,0.97,0.97,1.0,0.89,1.26,1.11,0.92,1.02,1.06,0.87,0.82
b_1,1.05,0.98,0.75,1.12,1.0,1.46,1.11,0.96,0.96,1.05,0.98,0.98,1.11,0.86,0.94,1.01
a_1,1.19,0.93,1.09,1.03,0.7,1.0,1.21,1.04,1.17,1.08,1.18,1.18,1.1,1.0,1.11,1.06
h_1,1.13,0.95,1.01,1.01,0.91,0.84,1.0,1.0,1.13,0.91,1.02,0.89,0.95,1.01,1.06,1.13
d_0,0.95,0.7,1.41,0.98,1.06,0.97,0.99,1.0,1.16,0.85,1.01,0.99,1.17,1.01,1.18,1.02
g_1,1.04,0.93,1.07,1.14,0.99,0.85,0.89,0.86,1.0,0.93,0.98,1.15,0.87,1.02,0.98,1.01
c_0,1.01,1.0,1.15,0.79,0.93,0.94,1.04,1.16,1.08,1.0,1.48,1.1,1.23,1.2,1.11,1.12
b_0,1.02,0.98,1.2,0.87,1.04,0.82,1.03,1.02,0.98,0.67,1.0,1.04,1.09,1.67,1.09,1.04
f_0,1.01,0.85,1.05,1.06,1.03,0.91,1.11,1.04,0.81,0.93,0.93,1.0,1.18,1.19,1.6,0.75
h_0,1.26,1.0,0.91,0.96,0.91,0.9,1.03,0.89,1.12,0.84,0.97,0.85,1.0,0.88,0.98,1.14
a_0,1.01,1.06,1.08,1.01,1.11,0.98,0.95,0.98,0.96,0.88,0.62,0.86,1.09,1.0,1.01,1.09
e_0,1.07,0.86,1.22,1.11,1.03,0.86,0.99,0.82,1.02,0.93,0.99,0.62,1.04,1.0,1.01,0.85
g_0,0.92,0.92,1.03,1.23,0.99,0.97,0.86,0.96,1.0,0.95,0.96,1.28,0.89,0.93,1.19,1.0
