,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,e_0,a_0,g_0
e_1,7352.08,144.76,164.03,275.19,389.16,2254.49,201506.45,1100846.17,558151.72,647438.44,1529407.85,1789233.4,7161762.5,,9541493.25,23340218.77
f_1,173.78,10496.99,176.13,274.38,460.71,2327.65,265224.82,542344.99,386655.23,821584.92,1598986.35,,7511109.0,8282210.3,10245181.63,18796175.91
d_1,96.16,114.99,18622.36,236.73,420.61,1775.32,258341.45,,498736.67,1724885.58,1551109.97,2356882.64,6619394.93,10683010.93,10281691.32,17066666.67
c_1,83.53,115.38,279.93,22336.26,585.63,3031.81,316563.02,436656.37,562081.0,,1206199.87,1885163.85,6655332.5,7705507.47,14423109.56,28104701.4
b_1,126.04,129.69,193.1,258.1,33993.24,3651.25,282541.18,703675.16,538043.98,426391.99,,2430365.07,9954252.49,8381802.87,,20380926.05
a_1,99.37,135.39,274.68,246.86,250.64,295486.12,217698.13,650618.5,,1190940.3,1095192.66,1638522.88,6275255.6,,,
h_1,353.45,749.08,895.56,1203.26,1782.96,7746.86,12776158.91,2249850.28,2680956.03,2629215.38,5593396.56,4440326.08,,32541661.75,27417843.53,107571717.17
d_0,565.52,789.63,,2911.58,1875.98,7904.04,1110970.34,17117867.05,2974695.56,3241428.82,6420246.48,11149079.62,29414881.7,28563422.8,74385801.57,90230724.64
g_1,315.15,374.85,1397.4,877.15,1457.28,,791093.43,2127854.86,35388619.63,2626502.05,4653329.91,10547492.84,24323900.97,37549438.88,58061315.71,
c_0,520.99,800.82,1455.46,,1606.07,8588.64,1488875.21,2164715.34,2563585.04,26598550.59,12706888.29,7614984.42,38148942.33,42974889.3,,134168188.98
b_0,740.32,792.5,1094.21,983.42,,6817.23,1347304.03,2591827.52,2831089.57,3786070.15,53504833.36,7193328.25,29759924.3,46859992.93,132802063.92,101282909.09
f_0,642.39,,1043.37,750.18,1675.63,13899.22,1736565.29,2471402.8,4122945.98,4342885.22,7065832.99,72554065.99,31782443.42,73595077.41,,152705242.72
h_0,860.58,1637.74,1972.83,1493.12,1705.44,12350.06,,5779739.59,5812623.51,6706404.46,8407465.63,12210896.73,,62253613.79,66756488.59,221619323.67
e_0,,934.01,1043.97,1324.61,1569.0,,1533139.07,2763734.45,2426648.2,3966359.21,6780566.44,12559779.49,35541852.45,506796730.21,,149796571.43
a_0,562.12,875.25,1294.78,1241.26,,,1385366.63,2146845.08,2771397.92,,9530916.68,,31552690.82,,636226104.03,
g_0,650.35,1130.04,2794.14,2489.77,3530.26,,1447964.68,3563762.84,,6426970.94,7383283.46,18316345.09,54559861.21,65695872.43,,
