,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,g_0,a_0,e_0
d_1,1.07,4.54,3.21,3.62,3.04,2.47,1.19,0.76,1.11,1.7,0.98,0.81,0.76,0.56,0.71,0.63
e_1,2.92,1.07,2.01,3.54,3.11,2.79,1.74,1.55,1.02,1.23,1.19,0.92,0.86,0.78,0.94,2.32
f_1,3.6,4.16,1.07,3.17,2.63,2.96,1.09,1.18,0.91,0.91,0.96,1.7,0.61,0.66,0.84,0.95
c_1,3.97,3.1,3.5,1.07,4.06,2.86,1.59,1.47,2.36,0.68,0.75,0.92,0.84,0.99,0.87,1.05
b_1,3.87,4.0,5.39,2.57,1.07,4.04,1.2,1.25,1.43,1.44,2.34,1.15,0.89,1.0,0.9,0.9
a_1,5.88,4.75,5.7,5.55,3.13,1.07,2.31,1.74,1.73,1.7,2.16,1.68,1.42,1.01,,1.3
h_1,7.75,6.47,7.37,6.23,9.18,7.33,1.37,3.23,2.1,1.99,2.08,2.24,2.98,1.72,1.77,1.82
g_1,10.09,7.82,10.32,7.97,8.81,8.35,2.2,1.38,2.2,2.46,2.45,2.76,1.22,2.37,2.36,2.06
c_0,5.57,8.06,11.04,15.8,9.8,7.6,2.83,4.05,1.62,2.96,2.97,2.41,2.38,1.96,2.65,2.14
d_0,14.86,5.18,9.98,9.84,8.49,7.68,3.54,4.38,2.53,1.66,2.28,2.72,2.08,2.11,2.46,2.3
b_0,8.23,8.01,9.89,17.42,12.83,7.04,3.58,3.06,1.59,3.12,1.59,2.34,2.07,1.95,3.38,2.27
f_0,10.41,9.09,16.31,12.3,10.12,8.18,3.46,3.18,3.41,3.13,3.44,1.64,2.44,1.58,2.76,3.07
h_0,11.37,11.17,13.41,10.85,10.95,9.35,8.11,6.4,3.06,3.75,3.35,3.09,4.28,3.06,2.44,2.96
g_0,13.51,12.8,15.91,12.18,12.48,13.32,4.0,10.1,3.53,4.09,3.81,4.43,2.46,4.48,3.89,3.99
a_0,15.81,13.96,15.34,12.86,18.3,,5.02,4.76,3.02,3.92,2.17,3.25,4.39,3.11,1.64,3.22
e_0,16.13,23.82,15.99,11.0,14.65,12.42,4.97,4.75,4.0,4.51,4.55,2.61,2.61,2.62,3.67,1.65
