,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,98.74,81.48,66.96,71.83,108.05,353.64,7345.81,16231.47,18972.71,23026.64,28018.4,30259.79,82854.95,86536.45,101575.96,199188.42
e_1,47.25,103.13,69.33,91.74,111.57,398.51,8884.86,17253.7,33254.79,24249.81,23650.16,51673.64,80848.34,109240.93,99087.62,227783.58
d_1,50.57,43.69,137.31,61.97,93.85,323.9,7616.88,14309.58,13739.5,33285.72,27517.4,43036.0,78953.85,101157.55,138462.31,197447.57
c_1,43.93,38.67,64.22,143.94,150.03,329.64,7195.73,16917.31,15297.91,11316.86,16857.5,36761.2,73127.9,87753.53,115946.15,164683.56
b_1,38.1,37.39,59.51,58.23,191.54,558.24,6092.0,12871.6,16206.32,18499.13,14378.31,41154.76,73524.45,65625.81,96481.47,162840.78
a_1,28.99,25.69,43.27,45.74,40.78,553.04,4573.93,9511.09,10746.37,11806.08,14013.84,27342.01,44233.16,42580.16,70349.77,120267.52
h_1,16.23,12.63,20.6,19.32,27.3,81.34,3238.85,5422.57,4793.61,6354.87,6568.19,12463.48,15416.98,21111.66,36023.73,69160.73
g_1,8.17,8.14,22.63,15.22,23.7,65.65,1546.85,6004.54,3158.91,4296.43,5122.51,12452.03,14214.38,21324.19,28523.62,35111.29
d_0,9.89,8.2,11.11,25.21,22.27,80.88,1739.75,3555.7,5402.41,3472.5,4391.02,9679.26,16454.53,19148.82,26492.56,43152.84
c_0,10.25,10.36,13.84,12.73,16.32,66.66,1542.59,3809.24,3906.74,6163.65,8175.73,8883.76,18123.55,25160.21,22314.31,47758.49
b_0,8.67,10.71,13.88,15.96,15.34,58.11,1504.71,3261.37,4274.31,4046.68,6917.06,8420.85,15156.45,35180.23,22832.91,41841.97
f_0,5.7,6.01,12.69,13.74,17.11,63.6,1296.42,2615.84,2905.49,3251.94,3651.55,11003.82,12722.5,18273.71,37897.45,34425.18
h_0,7.93,6.54,10.47,9.7,13.05,50.4,944.36,3039.07,2390.29,2825.89,3572.99,6830.71,8740.11,12318.2,17916.15,37401.29
a_0,6.28,5.72,8.44,9.47,15.16,38.6,1139.54,2124.53,2705.4,2451.32,2842.78,5081.26,11063.71,19183.06,18198.49,27679.18
e_0,5.88,3.96,7.72,8.29,14.16,46.58,932.81,2077.7,1896.61,2720.26,2829.7,4713.45,10730.08,10596.67,23917.26,24238.91
g_0,4.47,4.73,9.39,8.07,9.83,34.25,684.04,1680.14,1772.81,2027.25,2976.25,6264.89,7834.9,9537.16,14946.65,17105.61
