,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.28,0.49,0.54,0.46,0.4,0.12,0.14,0.1,0.1,0.1,0.12,0.07,0.09,0.16,0.08
f_1,0.43,0.17,0.43,0.45,0.43,0.45,0.1,0.16,0.09,0.08,0.1,0.11,0.05,0.09,0.07,0.08
d_1,0.49,0.51,0.15,0.51,0.48,0.4,0.11,0.08,0.08,0.15,0.08,0.09,0.06,0.09,0.08,0.04
c_1,0.39,0.43,0.63,0.14,0.43,0.43,0.14,0.14,0.14,0.05,0.1,0.09,0.07,0.09,0.08,0.07
b_1,0.43,0.5,0.55,0.24,0.13,0.5,0.17,0.14,0.13,0.09,0.15,0.11,0.08,0.12,0.1,0.08
a_1,0.46,0.51,0.41,0.49,0.25,0.09,0.14,0.12,0.11,0.1,0.15,0.11,0.09,0.15,0.09,0.07
h_1,0.42,0.44,0.33,0.46,0.44,0.3,0.05,0.13,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.06
g_1,0.38,0.43,0.37,0.46,0.43,0.35,0.09,0.05,0.08,0.09,0.08,0.08,0.04,0.08,0.08,0.06
c_0,0.44,0.43,0.22,0.78,0.46,0.33,0.11,0.1,0.05,0.14,0.08,0.08,0.06,0.08,0.1,0.05
d_0,0.25,0.45,0.65,0.39,0.42,0.36,0.13,0.13,0.09,0.06,0.1,0.08,0.06,0.08,0.09,0.07
b_0,0.38,0.43,0.31,0.53,0.58,0.32,0.12,0.1,0.05,0.09,0.05,0.07,0.06,0.08,0.08,0.05
f_0,0.36,0.58,0.37,0.47,0.4,0.36,0.1,0.06,0.08,0.09,0.09,0.05,0.06,0.08,0.11,0.04
h_0,0.35,0.44,0.37,0.42,0.39,0.32,0.15,0.12,0.07,0.09,0.08,0.07,0.07,0.07,0.08,0.06
a_0,0.38,0.46,0.3,0.48,0.47,0.5,0.11,0.12,0.06,0.1,0.04,0.08,0.05,0.04,0.1,0.05
e_0,0.55,0.53,0.38,0.35,0.35,0.31,0.12,0.1,0.08,0.08,0.09,0.05,0.06,0.08,0.04,0.06
g_0,0.37,0.46,0.29,0.47,0.46,0.37,0.08,0.17,0.07,0.09,0.08,0.08,0.05,0.07,0.09,0.07
