,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,13.22,17.73,9.91,13.19,10.24,2.63,3.72,2.22,2.98,2.33,,1.45,2.13,3.61,2.21
e_1,7.31,0.18,13.82,10.97,14.03,10.97,4.17,4.63,3.21,2.72,2.57,3.46,1.87,2.28,,1.74
d_1,14.69,12.79,0.16,19.44,17.12,16.5,3.43,2.02,,2.66,2.38,2.3,1.4,2.38,3.55,1.11
c_1,11.56,17.25,13.97,0.15,11.85,10.84,4.32,3.35,1.32,,3.24,2.4,1.58,2.69,3.35,1.92
b_1,14.6,11.96,11.41,5.15,0.13,,3.17,4.3,2.29,4.5,,3.45,2.33,3.24,2.82,1.86
a_1,11.95,21.94,12.0,17.81,,0.09,3.63,3.82,2.44,3.37,3.68,2.28,1.93,,,
h_1,3.12,2.9,3.99,3.65,2.14,2.65,0.07,0.99,0.67,0.74,0.8,0.74,,0.51,0.87,0.55
g_1,3.6,5.84,3.81,3.6,4.81,3.37,0.56,0.06,0.69,0.52,0.85,0.94,0.34,0.73,0.61,
d_0,2.77,1.6,,3.78,1.93,3.66,0.53,0.95,0.08,0.55,0.6,0.38,0.3,0.69,0.45,0.4
c_0,2.81,2.45,1.33,,2.57,2.97,0.7,0.7,0.61,0.08,0.63,0.67,0.34,0.64,0.39,0.39
b_0,2.45,2.9,2.68,3.68,,2.66,0.93,0.6,0.76,0.28,0.07,0.38,0.35,0.49,0.57,0.53
f_0,,2.04,2.3,2.49,3.67,2.74,0.8,0.53,0.57,0.56,0.42,0.07,0.51,0.56,0.55,0.21
h_0,1.77,1.67,1.73,1.68,2.12,1.72,,0.44,0.32,0.26,0.29,0.51,,0.39,0.22,0.24
a_0,3.26,2.8,2.72,2.24,3.24,,0.74,0.95,0.79,0.61,0.28,0.39,0.35,0.05,0.53,0.27
e_0,2.75,,3.55,3.35,2.35,,0.87,0.61,0.38,0.78,0.54,0.29,0.37,0.43,0.05,0.33
g_0,1.95,1.68,1.34,2.1,2.07,,0.37,,0.38,0.29,0.47,0.32,0.19,0.38,0.29,
