,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.94,0.43,0.37,0.5,0.34,0.25,0.34,0.28,0.24,0.42,0.27,0.23,0.21,0.25,0.13,0.21
f_1,0.63,0.94,0.38,0.43,0.32,0.29,0.27,0.22,0.26,0.25,0.22,0.16,0.21,0.19,0.15,0.18
d_1,0.41,0.48,0.95,0.34,0.41,0.27,0.33,0.23,0.43,0.15,0.29,0.24,0.18,0.22,0.17,0.2
c_1,0.38,0.36,0.47,0.94,0.68,0.27,0.28,0.19,0.12,0.22,0.19,0.25,0.14,0.2,0.19,0.19
b_1,0.44,0.52,0.44,0.32,0.94,0.48,0.3,0.24,0.27,0.25,0.22,0.23,0.18,0.25,0.21,0.21
a_1,0.51,0.46,0.54,0.53,0.35,0.93,0.39,0.34,0.29,0.3,0.31,0.29,0.14,0.28,0.19,0.25
h_1,0.56,0.82,0.68,0.73,0.6,0.39,0.75,0.44,0.37,0.36,0.41,0.32,0.29,0.23,0.24,0.42
g_1,0.58,0.62,0.95,0.85,0.61,0.35,0.5,0.75,0.41,0.39,0.42,0.57,0.32,0.33,0.31,0.24
c_0,0.76,0.81,0.68,0.61,0.59,0.42,0.52,0.48,0.65,0.43,0.67,0.44,0.42,0.43,0.29,0.38
d_0,0.66,0.8,0.5,1.15,0.64,0.48,0.55,0.4,0.35,0.64,0.4,0.39,0.25,0.34,0.26,0.32
b_0,0.64,0.93,0.72,0.87,0.38,0.35,0.49,0.42,0.47,0.43,0.67,0.43,0.65,0.5,0.3,0.37
f_0,0.69,0.59,0.84,0.79,0.77,0.49,0.61,0.38,0.46,0.42,0.46,0.66,0.31,0.44,0.58,0.33
a_0,0.85,0.79,0.81,1.0,0.64,0.37,0.57,0.46,0.44,0.59,0.39,0.46,0.63,0.47,0.31,0.51
h_0,0.82,1.13,0.88,0.76,0.68,0.43,0.47,0.6,0.51,0.54,0.42,0.36,0.34,0.31,0.32,0.46
e_0,0.62,0.91,0.96,0.81,0.85,0.6,0.59,0.5,0.62,0.53,0.54,0.41,0.4,0.5,0.6,0.43
g_0,0.69,0.79,1.16,0.83,0.76,0.49,0.51,0.43,0.53,0.46,0.47,0.66,0.29,0.43,0.45,0.35
