,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.45,1.04,1.51,1.85,4.21,16.27,35.18,29.57,34.1,44.37,43.98,74.42,87.18,76.06,132.42
e_1,0.69,1.0,1.05,1.45,1.62,3.48,16.44,30.78,30.2,45.7,43.73,48.77,75.8,75.75,106.99,116.74
d_1,0.96,0.95,1.0,1.54,1.34,3.22,15.75,21.3,38.01,33.9,34.57,37.05,65.06,65.73,94.75,95.58
c_1,0.66,0.69,0.65,1.0,1.97,2.53,13.12,20.94,22.77,16.58,29.77,36.02,63.2,55.22,71.14,107.11
b_1,0.54,0.62,0.75,0.51,1.0,2.94,12.48,18.38,20.87,20.49,23.19,29.51,43.93,46.88,62.25,66.0
a_1,0.24,0.29,0.31,0.39,0.34,1.0,4.76,6.31,7.84,9.06,12.85,11.36,23.41,,28.62,39.39
h_1,0.06,0.06,0.07,0.08,0.08,0.21,1.0,1.76,1.72,1.9,2.21,2.89,6.27,4.68,6.09,8.6
g_1,0.03,0.03,0.05,0.05,0.05,0.16,0.57,1.0,1.28,1.13,1.31,2.19,2.49,2.43,4.16,4.86
c_0,0.04,0.03,0.03,0.04,0.05,0.12,0.59,0.76,1.0,1.18,1.89,1.54,2.61,2.37,2.95,3.99
d_0,0.03,0.02,0.03,0.06,0.05,0.12,0.52,0.96,0.82,1.0,1.08,1.39,2.46,2.61,3.32,3.71
b_0,0.02,0.02,0.03,0.04,0.04,0.08,0.46,0.75,0.51,0.94,1.0,1.08,2.46,2.59,2.99,3.55
f_0,0.02,0.02,0.03,0.03,0.03,0.08,0.37,0.47,0.64,0.7,0.95,1.0,1.62,1.54,2.82,2.01
h_0,0.01,0.01,0.02,0.02,0.02,0.04,0.16,0.39,0.38,0.4,0.41,0.63,1.0,0.82,1.15,1.84
a_0,0.01,0.01,0.01,0.02,0.02,,0.22,0.41,0.42,0.39,0.38,0.63,1.27,1.0,1.61,1.33
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.16,0.24,0.35,0.32,0.39,0.35,0.85,0.72,1.0,1.32
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.11,0.2,0.26,0.27,0.29,0.47,0.56,0.71,0.78,1.0
