,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.32,1.52,0.8,0.72,0.74,0.5,1.35,1.1,1.45,1.69,1.35,1.06,2.12,1.49,1.62,0.87
e_1,0.93,2.38,0.75,1.03,0.71,0.65,1.5,1.24,1.59,3.01,1.66,1.59,2.06,1.44,1.99,0.9
d_1,0.99,0.78,2.39,0.6,0.71,0.73,1.58,1.64,3.09,1.24,1.94,1.6,2.2,1.4,2.03,1.32
c_1,0.85,0.71,0.82,2.53,1.41,0.59,1.37,1.19,0.9,1.5,1.08,1.69,1.85,1.06,1.91,1.38
b_1,0.8,0.85,0.86,0.78,2.59,1.27,1.6,1.31,1.7,1.65,1.08,1.48,2.32,1.04,1.77,1.31
a_1,1.0,0.81,0.94,0.87,0.73,3.06,1.53,1.43,1.61,1.85,1.99,1.66,2.24,0.96,2.02,1.67
h_1,1.21,0.75,1.14,0.85,0.7,0.66,3.33,2.02,1.89,1.76,2.1,1.69,1.77,1.56,3.01,1.73
g_1,0.79,0.82,1.43,0.87,0.79,0.64,1.57,3.53,2.06,1.44,1.99,2.72,2.16,1.6,1.76,1.6
c_0,1.01,0.89,1.04,0.69,0.7,0.83,1.82,1.77,3.15,1.9,3.58,2.28,2.61,2.05,2.75,1.67
d_0,0.9,0.9,0.69,1.66,0.88,0.67,1.5,1.68,1.19,2.99,1.7,1.75,1.9,1.32,1.99,1.75
b_0,1.05,0.85,1.04,0.91,0.69,0.62,1.86,1.85,2.0,1.91,3.25,2.05,2.6,3.44,2.73,1.76
f_0,0.8,0.71,0.99,1.0,0.9,0.88,2.11,1.74,1.99,1.94,2.12,3.3,2.48,1.76,2.51,3.53
h_0,1.22,0.91,1.03,0.82,0.82,0.73,1.35,2.19,1.86,1.79,1.74,1.89,1.58,1.85,2.93,1.18
a_0,1.0,0.87,1.19,0.85,0.85,0.45,1.97,1.74,1.94,1.74,2.0,1.88,2.71,3.53,2.63,1.71
g_0,0.92,0.74,1.39,0.85,0.79,0.77,1.89,1.46,1.91,1.6,1.91,2.65,2.35,1.69,1.59,2.02
e_0,1.05,0.56,1.03,1.05,0.83,0.76,1.87,1.78,2.1,1.57,1.84,1.95,2.49,1.85,2.32,3.6
