,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.18,0.86,0.93,0.83,0.61,0.39,0.43,0.37,0.38,0.35,0.33,0.27,0.27,0.22,0.3
e_1,0.86,1.0,0.88,1.06,0.92,0.68,0.47,0.4,0.36,0.56,0.38,0.38,0.34,0.34,0.33,0.32
d_1,1.16,1.13,1.0,0.9,0.89,0.69,0.52,0.39,0.54,0.47,0.43,0.37,0.36,0.35,0.29,0.26
c_1,1.08,0.92,1.11,1.0,1.18,0.85,0.49,0.5,0.43,0.32,0.37,0.4,0.39,0.33,0.34,0.3
b_1,1.19,1.05,1.14,0.86,1.0,1.19,0.58,0.51,0.54,0.45,0.5,0.44,0.41,0.31,0.38,0.34
a_1,1.61,1.47,1.42,1.18,0.88,1.0,0.76,0.66,0.65,0.61,0.64,0.49,0.5,0.51,0.51,0.49
h_1,2.52,2.23,1.95,1.99,1.72,1.31,1.0,1.1,0.86,0.83,0.81,0.73,0.86,0.71,0.65,0.73
g_1,2.39,2.46,2.52,2.0,1.88,1.51,0.93,1.0,1.09,0.89,0.98,1.07,0.75,0.85,0.74,0.74
c_0,2.85,2.67,1.87,2.31,1.85,1.48,1.15,0.93,1.0,1.19,1.28,0.92,0.92,0.9,0.84,0.72
d_0,2.52,1.92,2.1,3.15,2.26,1.6,1.19,1.23,0.85,1.0,0.99,0.81,0.93,0.79,0.7,0.71
b_0,2.97,2.7,2.33,2.56,1.88,1.51,1.25,0.99,0.77,1.01,1.0,0.87,0.91,1.13,0.77,0.76
f_0,2.87,2.64,2.57,2.54,2.35,1.96,1.3,0.96,1.09,1.35,1.19,1.0,1.03,1.03,1.2,0.76
h_0,3.64,2.96,2.85,2.52,2.48,1.98,1.15,1.34,1.08,1.1,1.13,0.98,1.0,0.91,0.89,0.94
a_0,3.49,2.91,2.79,3.2,3.18,2.07,1.45,1.15,1.11,1.25,0.93,1.1,1.09,1.0,0.79,0.83
e_0,4.2,3.14,3.39,2.75,2.91,1.83,1.43,1.43,1.29,1.43,1.31,0.86,1.16,1.45,1.0,0.86
g_0,3.33,3.07,3.78,3.35,2.98,2.18,1.42,1.4,1.38,1.38,1.33,1.38,1.1,1.1,1.22,1.0
