,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.81,0.94,1.1,0.89,0.75,0.53,0.65,0.44,0.46,0.39,0.41,0.36,0.31,0.35,0.29
f_1,1.23,1.0,0.88,0.92,0.95,0.71,0.43,0.44,0.44,0.47,0.42,0.35,0.29,0.35,0.37,0.3
d_1,1.07,1.13,1.0,1.02,0.79,0.72,0.49,0.43,0.57,0.35,0.46,0.38,0.33,0.35,0.25,0.29
c_1,0.92,1.09,0.98,1.0,1.31,0.74,0.5,0.36,0.38,0.46,0.35,0.38,0.37,0.3,0.33,0.34
b_1,1.11,1.05,1.27,0.77,1.0,1.2,0.56,0.46,0.52,0.53,0.44,0.39,0.39,0.38,0.35,0.35
a_1,1.34,1.41,1.39,1.36,0.83,1.0,0.76,0.6,0.6,0.67,0.73,0.5,0.51,0.54,0.48,0.43
h_1,1.9,2.38,2.1,1.99,1.74,1.24,1.0,0.91,0.87,1.09,0.79,0.66,0.63,0.62,0.77,0.56
d_0,1.58,2.25,2.44,2.87,2.16,1.56,1.12,1.0,0.82,1.09,0.91,0.84,0.81,0.63,0.78,0.71
c_0,2.21,2.27,1.8,2.3,1.94,1.68,1.16,1.17,1.0,1.07,1.27,0.93,0.72,0.92,0.74,0.71
g_1,2.28,2.08,2.85,2.14,2.01,1.42,0.89,0.9,0.94,1.0,0.88,1.09,0.62,0.65,0.71,0.7
b_0,2.46,2.38,2.12,2.88,2.16,1.38,1.25,1.06,0.78,1.14,1.0,0.89,0.99,1.21,0.74,0.8
f_0,2.46,2.91,2.64,2.57,2.69,1.97,1.6,1.12,1.04,0.9,1.14,1.0,0.92,0.93,0.73,1.16
h_0,2.79,3.42,3.06,2.68,2.7,1.81,1.59,1.27,1.33,1.65,1.01,1.05,1.0,0.9,1.13,0.79
a_0,3.4,2.75,2.91,3.23,2.9,1.78,1.57,1.44,1.16,1.47,0.92,1.02,1.09,1.0,1.04,0.81
g_0,3.04,2.91,3.94,2.97,2.79,1.92,1.28,1.33,1.35,1.31,1.36,1.43,0.88,0.9,1.0,0.88
e_0,3.26,3.78,3.38,2.75,2.84,2.47,1.84,1.25,1.41,1.39,1.37,0.88,1.38,1.13,1.21,1.0
