,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.94,1.09,0.96,0.84,0.78,0.77,0.64,0.93,0.65,0.8,0.62,0.56,0.63,0.6
f_1,1.29,1.0,0.93,0.97,0.82,0.75,0.61,0.7,0.61,0.65,0.62,0.56,0.47,0.55,0.45,0.55
d_1,1.03,1.1,1.0,0.95,0.84,0.74,0.73,0.55,0.84,0.74,0.72,0.63,0.59,0.54,0.6,0.49
c_1,0.9,1.05,1.07,1.0,1.36,0.73,0.68,0.73,0.6,0.51,0.6,0.6,0.64,0.61,0.51,0.56
b_1,1.02,1.2,1.19,0.74,1.0,1.45,0.79,0.76,0.8,0.61,0.67,0.62,0.68,0.55,0.62,0.66
a_1,1.19,1.3,1.37,1.35,0.7,1.0,0.96,0.79,0.77,0.91,0.94,0.77,0.88,0.69,0.77,0.77
h_1,1.31,1.63,1.37,1.43,1.36,1.04,1.0,1.08,0.89,0.86,0.85,0.82,0.84,0.84,0.82,0.92
g_1,1.33,1.4,1.77,1.37,1.35,1.2,0.95,1.0,0.93,0.82,0.91,1.15,0.87,0.89,0.86,0.83
c_0,1.53,1.6,1.21,1.78,1.28,1.27,1.12,1.02,1.0,1.09,1.28,0.91,0.91,0.94,0.9,0.89
d_0,1.09,1.47,1.41,2.02,1.65,1.13,1.14,1.16,0.86,1.0,0.88,0.94,0.89,0.93,0.84,0.94
b_0,1.54,1.57,1.35,1.74,1.52,1.06,1.17,1.06,0.76,1.11,1.0,0.96,1.05,1.27,0.9,0.89
f_0,1.23,1.73,1.54,1.78,1.64,1.28,1.18,0.9,1.05,1.04,1.02,1.0,0.98,0.98,1.37,0.7
h_0,1.69,2.12,1.73,1.58,1.47,1.12,1.21,1.15,1.06,1.11,0.96,1.03,1.0,0.95,0.99,1.16
a_0,1.8,1.7,1.81,1.67,1.85,1.43,1.22,1.23,1.05,1.01,0.83,1.04,1.04,1.0,0.88,0.97
e_0,1.65,2.3,1.68,1.99,1.72,1.28,1.2,1.07,0.99,1.12,1.15,0.79,0.95,1.09,1.0,0.93
g_0,1.61,1.82,2.09,1.75,1.59,1.31,1.12,1.26,1.15,1.09,1.11,1.35,0.86,0.99,1.06,1.0
