,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.01,0.08,0.09,0.08,0.09,0.14,0.17,0.13,0.23,,0.23,0.21,0.35,0.23,0.37,0.29
f_1,0.08,0.01,0.09,0.11,0.11,0.14,0.14,0.21,0.16,0.18,0.22,,0.27,0.22,0.25,0.35
e_1,0.07,0.04,0.01,0.08,0.07,0.13,0.22,0.16,0.16,0.19,0.32,0.17,0.23,0.17,,0.21
c_1,0.07,0.05,0.06,0.01,0.07,0.09,0.14,0.15,,0.08,0.19,0.2,0.23,0.22,0.26,0.17
b_1,0.05,0.04,0.05,0.03,0.01,0.1,0.1,0.11,0.11,0.13,,0.12,0.14,0.13,0.22,0.17
a_1,0.01,0.01,0.02,0.02,0.01,,0.02,0.03,0.04,0.03,0.04,0.03,,0.03,,0.04
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
