,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.66,1.44,1.22,1.21,1.3,1.09,0.45,0.47,0.51,0.43,0.45,0.58,0.3,0.45,0.43,0.4
e_1,0.85,0.66,1.25,1.52,1.4,1.16,0.7,0.55,0.67,0.48,0.45,0.51,0.39,0.44,0.43,0.71
d_1,1.43,1.55,0.64,1.21,1.26,1.16,0.6,0.79,0.4,0.53,0.45,0.44,0.38,0.43,0.29,0.43
c_1,1.44,1.02,1.83,0.64,1.43,1.25,0.57,0.31,0.63,0.59,0.47,0.47,0.42,0.49,0.34,0.47
b_1,1.53,1.44,1.5,0.94,0.62,1.68,0.71,0.58,0.72,0.74,0.85,0.47,0.39,0.46,0.44,0.53
a_1,1.99,1.87,1.5,1.61,0.97,0.57,0.88,0.72,0.77,0.67,0.8,0.62,0.58,0.83,0.43,0.56
h_1,2.32,1.79,1.97,1.96,1.92,1.38,0.57,0.66,0.96,0.66,0.59,0.58,0.74,0.59,0.64,0.5
d_0,2.14,1.37,3.14,2.97,2.12,1.84,1.08,0.61,1.29,0.73,0.73,0.8,0.75,0.63,0.75,0.85
g_1,2.58,2.06,2.5,2.04,2.01,1.86,0.81,0.88,0.54,0.85,0.76,0.81,0.48,0.67,0.75,0.7
c_0,2.76,2.13,1.41,3.66,1.95,1.92,1.0,1.02,0.96,0.6,0.91,0.7,0.73,0.83,0.73,0.77
b_0,2.54,2.25,2.02,2.93,3.03,1.56,1.19,1.02,0.96,0.52,0.6,0.8,0.7,0.93,0.67,0.67
f_0,3.31,2.2,2.17,2.29,2.52,2.11,1.27,0.86,0.77,0.85,0.86,0.59,0.76,0.79,0.5,1.01
h_0,2.95,2.68,2.42,2.26,2.52,2.16,1.39,0.93,1.25,0.87,0.94,0.84,0.87,0.79,0.78,0.76
a_0,2.55,2.68,2.71,2.77,3.06,2.71,1.39,1.08,1.23,0.79,0.56,0.88,0.83,0.58,0.73,1.04
g_0,2.75,2.73,2.81,3.08,2.6,2.38,0.97,0.88,1.45,0.84,0.89,1.07,0.69,0.91,0.98,0.97
e_0,2.96,3.51,2.61,2.67,2.49,2.59,1.39,0.99,1.27,0.92,0.87,0.56,0.99,1.03,0.75,0.54
