,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.12,3.53,3.9,4.11,4.08,4.47,0.92,1.68,0.73,0.79,0.81,1.31,0.46,0.86,0.68,0.65
e_1,2.49,1.12,4.82,5.62,4.66,5.13,1.29,1.38,0.91,1.01,1.01,1.11,0.7,0.88,2.3,0.81
d_1,5.42,4.95,1.11,5.01,4.13,3.63,1.22,0.85,0.92,1.86,0.91,0.81,0.55,0.8,0.85,0.4
c_1,5.3,4.33,5.23,1.13,5.43,4.3,1.4,1.46,2.41,0.6,0.97,1.0,0.75,0.93,0.95,0.81
b_1,6.06,6.5,6.45,2.82,1.13,5.17,1.94,1.87,1.54,1.37,2.29,1.15,0.85,1.3,1.15,0.77
a_1,9.99,9.89,8.09,9.19,4.47,1.14,2.51,2.27,1.73,1.91,2.92,1.93,1.52,5.62,2.34,1.27
h_1,15.11,13.87,14.2,13.8,12.82,13.99,1.77,4.27,2.94,3.26,2.91,2.98,3.5,2.93,2.44,2.22
g_1,19.77,17.07,19.01,17.95,19.01,19.59,4.01,1.75,4.5,4.03,4.11,3.74,2.08,3.08,3.74,5.02
c_0,20.31,19.73,10.94,36.12,20.4,18.99,7.28,4.72,2.23,5.84,4.65,4.16,2.95,3.87,3.99,3.17
d_0,18.79,10.73,37.01,22.84,23.1,22.7,5.83,6.0,4.05,2.26,3.86,4.47,2.95,4.1,4.54,3.2
b_0,20.31,20.89,17.75,27.25,38.29,32.09,5.53,6.45,2.39,5.08,2.17,4.59,3.73,4.27,5.04,3.08
f_0,41.05,24.32,23.19,21.27,20.86,23.56,6.72,4.25,4.7,4.56,4.81,2.27,3.33,4.56,4.43,2.0
h_0,30.46,30.61,29.24,31.06,32.88,28.2,11.21,7.86,6.38,6.07,5.35,5.74,7.74,4.82,4.84,4.66
a_0,29.98,29.11,27.83,31.37,37.77,44.31,8.25,7.86,5.28,7.18,3.44,6.36,4.66,2.48,6.48,3.66
e_0,46.63,60.19,31.06,35.3,34.51,28.63,10.16,6.98,6.85,6.94,5.97,3.69,4.94,6.41,2.44,4.41
g_0,44.96,41.78,37.01,36.12,43.67,29.08,7.8,18.0,7.16,9.33,7.56,7.54,4.46,6.72,8.64,7.58
