,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,1.2,1.46,1.62,3.46,23.12,26.35,42.72,34.32,46.74,66.26,85.83,111.47,116.97,119.75
f_1,1.3,1.0,1.12,1.55,1.54,3.0,14.79,28.97,26.73,33.14,45.31,58.12,57.13,106.0,124.69,129.89
d_1,0.84,0.9,1.0,0.92,1.25,2.75,17.66,19.37,23.47,36.69,38.57,40.19,68.42,83.4,79.53,82.59
c_1,0.69,0.64,1.09,1.0,1.53,2.95,12.32,21.39,16.33,22.02,29.87,37.85,56.26,58.4,78.8,119.62
b_1,0.62,0.65,0.8,0.65,1.0,2.82,13.3,19.61,18.27,22.43,19.85,33.45,48.29,67.87,79.79,73.07
a_1,0.29,0.33,0.36,0.34,0.35,1.0,6.92,7.88,8.34,10.51,14.92,19.64,20.1,,34.88,35.69
h_1,0.04,0.07,0.06,0.08,0.07,0.14,1.0,1.62,1.15,1.32,1.98,2.37,3.83,4.21,4.89,8.36
g_1,0.04,0.03,0.05,0.05,0.05,0.12,0.61,1.0,1.01,1.21,1.56,2.38,2.34,3.79,3.68,5.19
d_0,0.02,0.04,0.04,0.06,0.06,0.11,0.84,0.97,1.0,0.97,1.49,1.95,2.53,3.64,5.18,5.22
c_0,0.03,0.03,0.03,0.05,0.05,0.09,0.78,0.8,1.01,1.0,1.92,2.15,2.35,3.27,3.17,4.04
b_0,0.02,0.02,0.03,0.04,0.05,0.06,0.49,0.61,0.7,0.52,1.0,1.08,2.16,3.34,2.93,3.72
f_0,0.02,0.02,0.02,0.03,0.03,0.06,0.42,0.39,0.48,0.49,0.93,1.0,1.2,1.91,2.88,2.22
h_0,0.01,0.02,0.02,0.02,0.02,0.05,0.27,0.41,0.4,0.43,0.48,0.8,1.0,1.09,1.34,2.09
a_0,0.01,0.01,0.01,0.02,0.01,,0.24,0.26,0.28,0.31,0.29,0.46,0.85,1.0,1.13,1.45
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.21,0.28,0.21,0.33,0.35,0.36,0.78,0.85,1.0,1.11
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.12,0.19,0.2,0.25,0.28,0.43,0.49,0.66,0.89,1.0
