,d_1,e_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,e_0,g_0
d_1,1.0,1.11,1.0,0.88,0.94,1.08,1.03,0.76,0.79,1.37,1.04,0.95,0.87,1.12,0.91,0.82
e_1,0.9,1.0,0.73,1.06,1.03,1.01,1.14,1.36,1.15,1.0,1.14,1.12,1.1,0.99,1.57,1.09
f_1,1.0,1.37,1.0,0.99,0.9,1.22,0.81,0.98,1.22,0.89,0.8,0.93,0.7,0.89,0.74,0.85
c_1,1.13,0.94,1.01,1.0,1.3,0.94,0.89,0.69,1.0,1.02,0.91,0.84,1.21,0.92,0.85,1.32
b_1,1.07,0.97,1.11,0.77,1.0,1.27,1.14,0.84,0.93,1.12,0.88,0.86,0.99,0.95,1.06,1.12
a_1,0.93,0.99,0.82,1.06,0.78,1.0,1.26,1.08,1.11,1.14,1.15,1.15,1.27,1.14,1.29,1.04
h_1,0.94,0.86,1.28,1.12,0.86,0.75,1.0,0.98,1.4,0.9,0.93,0.95,1.22,0.89,0.95,1.08
d_0,1.26,0.7,1.03,1.49,1.14,0.9,1.01,1.0,0.81,0.82,0.92,0.91,0.99,0.8,0.88,1.11
g_1,1.26,0.86,0.86,0.98,1.1,0.84,0.73,1.21,1.0,0.96,1.14,1.05,0.94,1.34,1.19,0.7
c_0,0.71,1.01,1.16,0.96,0.92,0.78,1.22,1.24,1.01,1.0,1.15,1.67,1.27,1.07,1.18,1.32
f_0,0.94,0.9,1.28,1.12,1.11,0.9,1.06,1.03,0.96,0.89,1.0,1.02,1.18,0.89,1.32,0.74
b_0,1.05,0.87,1.09,1.31,1.05,0.85,1.01,1.14,0.9,0.65,1.02,1.0,1.13,1.53,1.07,0.87
h_0,1.13,0.88,1.46,0.85,1.03,0.74,0.77,0.98,1.05,0.76,0.84,0.9,1.0,0.96,0.9,1.01
a_0,0.93,0.96,1.17,1.11,0.99,,1.16,1.15,0.72,0.96,1.19,0.67,1.1,1.0,1.17,0.95
e_0,1.04,0.63,1.35,1.18,0.96,0.78,1.08,1.17,0.78,0.89,0.71,0.99,1.03,0.85,1.0,1.1
g_0,1.2,0.87,1.25,0.85,0.87,0.93,0.94,0.91,1.45,0.82,1.34,1.12,0.98,1.1,0.92,1.0
