,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.09,1.51,2.38,2.27,2.15,2.39,0.64,0.48,0.54,0.73,0.55,0.7,0.36,0.48,0.36,0.73
f_1,2.23,1.1,2.23,2.28,2.18,2.0,0.51,0.48,0.47,0.69,0.47,0.56,0.27,0.42,0.34,0.4
d_1,2.62,2.32,1.08,2.6,2.34,1.89,0.63,0.69,0.45,0.42,0.47,0.43,0.31,0.42,0.23,0.37
c_1,2.22,2.58,3.36,1.09,2.46,2.57,0.78,0.35,0.69,0.74,0.56,0.56,0.41,0.53,0.4,0.48
b_1,3.31,3.72,3.79,2.0,1.11,3.13,1.11,0.69,0.91,1.09,1.0,0.61,0.5,0.68,0.46,0.57
a_1,4.97,5.23,5.11,4.64,2.81,1.12,1.78,1.06,1.19,1.45,1.37,1.05,0.7,1.44,0.69,0.86
h_1,8.58,8.96,8.53,9.58,8.98,8.02,1.5,1.93,1.88,2.61,1.77,1.68,1.7,1.86,1.37,1.36
d_0,7.68,10.08,13.93,12.44,11.19,11.33,3.76,1.89,2.43,3.52,2.51,2.62,1.94,2.08,2.04,2.63
c_0,11.84,11.82,7.46,16.99,11.96,9.74,3.22,2.8,1.7,2.62,2.3,2.41,1.68,2.22,1.55,2.03
g_1,11.54,11.45,10.74,13.28,12.98,10.38,2.91,2.71,2.25,1.6,2.4,2.26,1.35,2.2,1.99,2.32
b_0,12.43,12.26,10.22,17.18,18.54,11.18,3.56,2.74,1.62,3.28,1.74,2.44,1.9,2.19,1.72,2.1
f_0,15.39,17.79,13.27,16.38,15.36,14.94,4.43,3.35,2.84,3.04,2.87,1.87,2.41,2.65,1.52,2.76
h_0,17.73,18.81,16.71,19.39,16.63,13.75,6.35,3.92,3.17,4.47,3.31,3.26,2.87,3.77,2.38,2.89
a_0,19.79,19.31,19.51,21.5,23.17,25.12,5.88,4.31,3.37,4.87,2.44,3.64,3.42,2.13,3.15,3.96
g_0,21.62,20.51,20.28,21.65,22.37,16.99,5.08,4.42,4.06,6.07,4.24,4.08,2.68,4.05,3.58,3.5
e_0,26.91,28.36,19.61,23.59,21.81,22.8,6.0,5.6,4.76,5.61,4.24,2.39,3.62,4.28,2.54,2.33
