,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.09,1.2,1.09,1.41,3.26,17.45,22.0,36.54,31.24,45.51,40.05,76.84,72.08,90.65,87.65
f_1,0.93,1.0,1.51,1.27,1.38,3.41,14.21,28.81,23.39,32.41,35.5,37.32,68.48,65.97,63.09,92.92
e_1,0.84,0.68,1.0,1.36,1.35,3.17,15.42,20.42,24.8,40.13,38.11,39.57,68.72,60.67,78.23,92.97
c_1,0.89,0.81,0.76,1.0,1.69,2.65,14.45,20.69,19.92,18.26,28.99,31.93,54.69,65.83,68.22,72.11
b_1,0.7,0.7,0.74,0.59,1.0,3.38,11.02,18.14,18.51,21.81,25.82,28.12,46.09,54.9,60.39,69.83
a_1,0.3,0.29,0.3,0.38,0.31,1.0,4.84,8.63,7.66,9.43,13.22,12.25,22.48,24.86,23.16,24.4
h_1,0.06,0.07,0.06,0.07,0.09,0.21,1.0,1.73,1.43,1.73,2.35,2.22,4.36,4.19,4.78,6.17
g_1,0.04,0.04,0.05,0.05,0.06,0.11,0.57,1.0,1.02,1.16,1.64,1.85,2.62,2.33,3.38,3.5
c_0,0.03,0.04,0.04,0.05,0.05,0.13,0.68,0.92,1.0,1.41,1.97,1.46,3.14,2.61,3.26,3.41
d_0,0.03,0.03,0.03,0.06,0.05,0.11,0.57,0.83,0.73,1.0,1.16,1.33,2.2,2.37,2.72,3.19
b_0,0.02,0.03,0.03,0.03,0.04,0.08,0.43,0.64,0.52,0.83,1.0,1.06,2.66,2.12,2.18,2.59
f_0,0.02,0.03,0.02,0.03,0.04,0.08,0.46,0.52,0.67,0.78,0.97,1.0,1.76,1.93,2.82,2.09
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.24,0.37,0.32,0.44,0.38,0.56,1.0,1.04,1.13,1.27
h_0,0.01,0.02,0.02,0.01,0.02,0.04,0.24,0.44,0.38,0.44,0.5,0.5,0.97,1.0,1.07,1.36
e_0,0.01,0.02,0.01,0.01,0.02,0.04,0.2,0.31,0.31,0.36,0.45,0.35,0.9,0.92,1.0,1.0
g_0,0.01,0.01,0.01,0.01,0.01,0.04,0.16,0.29,0.31,0.29,0.37,0.48,0.77,0.69,0.96,0.99
