,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.94,1.42,1.24,1.49,2.79,18.89,27.08,24.58,29.13,34.4,34.31,53.6,62.47,56.02,111.17
d_1,1.06,1.0,1.15,1.12,1.44,3.21,24.77,22.91,35.4,30.46,37.64,40.5,57.74,67.95,77.61,78.61
e_1,0.7,0.86,1.0,1.24,1.39,3.18,20.67,27.89,24.7,36.29,31.87,43.37,63.74,60.5,75.43,102.98
c_1,0.82,0.88,0.81,1.0,1.71,2.31,17.36,21.26,18.4,16.42,24.68,28.38,55.3,45.02,58.28,86.49
b_1,0.67,0.69,0.73,0.58,1.0,3.08,17.16,16.94,20.26,19.72,26.96,26.53,45.81,45.27,57.07,81.06
a_1,0.36,0.31,0.31,0.43,0.33,1.0,8.1,8.74,9.41,7.68,12.95,13.03,23.61,21.21,23.65,34.03
h_1,0.05,0.04,0.05,0.06,0.06,0.13,1.0,1.45,1.27,1.18,1.8,1.65,3.43,3.21,3.15,5.77
g_1,0.04,0.04,0.04,0.05,0.06,0.11,0.68,1.0,0.99,0.99,1.34,1.79,1.83,2.42,2.7,3.82
c_0,0.04,0.03,0.04,0.05,0.05,0.1,0.82,1.01,1.0,1.2,1.69,1.56,2.41,2.48,2.62,3.79
d_0,0.03,0.03,0.03,0.06,0.05,0.12,0.84,1.0,0.82,1.0,1.48,1.35,2.2,2.25,2.48,3.97
b_0,0.03,0.03,0.03,0.04,0.04,0.07,0.55,0.76,0.59,0.68,1.0,1.04,1.93,2.73,1.86,2.64
f_0,0.03,0.03,0.02,0.04,0.04,0.08,0.61,0.54,0.65,0.8,0.95,1.0,1.8,1.8,2.96,2.06
h_0,0.02,0.02,0.02,0.02,0.02,0.04,0.29,0.54,0.42,0.42,0.52,0.54,1.0,0.98,1.12,1.88
a_0,0.02,0.01,0.02,0.02,0.02,0.05,0.31,0.39,0.4,0.44,0.38,0.55,1.04,1.0,1.09,1.75
e_0,0.02,0.01,0.01,0.02,0.02,0.04,0.32,0.38,0.39,0.38,0.53,0.34,0.9,1.0,1.0,1.31
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.26,0.25,0.25,0.36,0.47,0.53,0.59,0.8,1.0
