,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.69,1.16,1.25,0.92,0.79,0.45,0.48,0.43,0.53,0.38,0.37,0.38,0.28,,0.24
f_1,1.44,1.0,0.86,0.94,1.09,0.77,0.41,0.58,0.38,0.44,0.4,,0.28,0.27,0.38,0.29
d_1,0.86,1.17,1.0,0.91,0.95,0.92,0.57,0.34,0.5,,0.37,0.45,0.47,0.38,0.3,0.33
c_1,0.8,1.07,1.1,1.0,1.36,0.79,0.54,0.61,,0.36,0.48,0.39,0.39,0.37,0.4,0.32
b_1,1.09,0.92,1.05,0.73,1.0,1.17,0.53,0.48,0.78,0.6,,0.42,0.43,0.4,0.35,0.29
a_1,1.26,1.3,1.09,1.27,0.86,1.0,0.71,0.55,0.63,0.69,0.64,0.46,0.61,,0.47,0.4
h_1,2.22,2.46,1.76,1.84,1.88,1.41,1.0,1.12,0.99,0.75,0.66,0.89,,0.73,,0.85
g_1,2.08,1.72,2.91,1.64,2.07,1.83,0.89,1.0,0.92,0.94,0.8,1.54,0.61,0.65,0.77,
c_0,2.32,2.64,1.99,,1.28,1.58,1.01,1.09,1.0,1.09,1.39,0.92,1.01,0.81,0.69,0.64
d_0,1.9,2.26,,2.8,1.65,1.45,1.33,1.06,0.92,1.0,0.9,1.04,1.18,0.74,0.62,0.82
b_0,2.65,2.5,2.74,2.07,,1.56,1.51,1.25,0.72,1.11,1.0,0.92,0.74,1.31,0.86,0.62
f_0,2.73,,2.24,2.59,2.38,2.19,1.12,0.65,1.08,0.96,1.08,1.0,1.04,0.9,1.29,0.73
h_0,2.66,3.63,2.12,2.54,2.32,1.64,,1.63,0.99,0.85,1.35,0.96,,1.11,1.0,1.06
a_0,3.57,3.75,2.63,2.74,2.47,,1.36,1.53,1.24,1.35,0.77,1.12,0.9,1.0,,1.05
e_0,,2.61,3.37,2.48,2.88,2.14,,1.3,1.45,1.6,1.16,0.78,1.0,,1.0,1.13
g_0,4.08,3.45,3.02,3.1,3.43,2.5,1.17,,1.57,1.22,1.6,1.37,0.94,0.95,0.89,
