,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.56,0.13,0.08,0.08,0.07,0.1,0.36,0.29,0.24,0.3,0.34,,0.66,0.39,0.26,0.59
e_1,0.07,5.89,0.06,0.07,0.06,0.07,0.36,0.27,0.62,0.44,0.4,0.36,0.52,0.41,,0.51
d_1,0.07,0.08,6.04,0.08,0.08,0.07,0.37,0.22,,0.72,0.29,0.44,0.59,0.26,0.39,0.58
c_1,0.06,0.1,0.08,6.9,0.15,0.07,0.21,0.26,0.38,,0.43,0.4,0.48,0.34,0.37,0.73
b_1,0.07,0.06,0.08,0.09,7.73,0.14,0.27,0.25,0.46,0.5,,0.48,0.64,0.26,0.46,
a_1,0.11,0.08,0.07,0.05,0.09,10.26,0.34,0.44,0.27,0.39,0.34,,0.49,,0.35,0.51
h_1,0.41,0.19,0.27,0.25,0.28,0.22,13.73,1.18,1.78,1.78,1.39,1.57,,1.01,1.78,2.89
g_1,0.28,0.25,0.36,0.28,0.26,0.21,1.06,17.8,1.23,1.45,1.32,2.38,1.72,1.97,1.63,
d_0,0.41,0.46,,0.77,0.34,0.37,1.69,1.29,12.27,0.98,1.89,1.79,3.15,1.8,2.14,2.24
c_0,0.41,0.41,0.4,,0.38,0.23,1.57,0.97,2.23,11.21,3.24,2.21,3.66,1.43,2.83,2.63
b_0,0.46,0.3,0.39,0.42,,0.22,1.44,1.68,2.13,1.89,13.83,1.7,3.63,2.77,1.42,2.4
f_0,,0.38,0.27,0.27,0.37,,1.62,1.97,2.34,1.86,1.62,14.68,2.53,2.41,3.7,3.58
h_0,0.84,0.52,0.64,0.64,0.49,0.46,,2.78,2.57,2.41,2.61,2.63,,2.9,2.38,6.84
a_0,0.34,0.38,0.37,0.29,0.45,,1.3,1.59,2.18,2.38,1.39,2.17,2.9,20.61,2.21,2.55
e_0,0.31,,0.47,0.49,0.36,0.35,1.41,1.25,1.56,2.14,2.08,1.98,4.91,2.04,19.35,2.96
g_0,0.45,0.48,1.03,0.41,,0.7,1.33,,2.43,3.31,3.61,3.7,3.87,3.75,2.27,
