,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,5.86,4.26,2.59,2.86,2.49,2.56,10.22,9.82,10.86,13.84,12.04,8.72,19.67,13.29,17.45,10.59
e_1,3.1,5.9,2.13,3.64,2.84,2.78,10.76,10.48,12.24,22.57,13.84,12.76,21.02,15.27,18.89,10.49
d_1,2.95,2.66,6.43,2.4,2.64,2.79,10.75,11.07,23.06,9.38,16.67,15.04,21.49,15.24,21.97,15.03
c_1,2.61,2.49,2.91,6.95,5.21,2.88,10.22,10.64,8.37,12.24,9.74,13.88,19.92,14.65,18.38,14.21
b_1,2.67,2.52,3.23,2.68,8.51,5.93,10.2,9.96,12.11,12.32,9.58,12.18,19.58,11.3,22.67,14.7
a_1,2.77,2.74,3.31,2.65,3.06,11.57,10.24,10.32,13.55,11.25,14.3,13.56,23.06,10.17,25.15,17.3
h_1,3.52,2.89,3.31,3.03,3.2,2.93,18.16,14.11,12.74,12.48,13.99,15.19,19.28,13.62,28.54,15.89
g_1,2.83,2.64,4.11,3.1,3.2,3.15,10.1,22.79,12.75,10.65,13.2,18.59,20.92,13.93,16.61,18.22
c_0,3.36,3.02,3.1,2.68,2.58,3.04,12.53,12.09,21.08,12.86,25.15,17.55,25.26,19.97,25.84,19.19
d_0,2.93,2.7,2.32,5.18,3.68,3.09,10.13,10.7,10.29,20.18,12.43,15.57,21.77,12.06,19.2,15.56
b_0,3.49,3.15,2.69,3.1,2.41,2.37,12.69,12.43,14.18,15.16,22.02,16.21,27.27,29.25,25.39,20.04
f_0,2.59,2.39,3.39,3.48,3.42,3.91,12.56,11.99,15.25,14.55,15.26,24.54,21.8,16.2,21.39,34.03
h_0,3.85,2.9,3.13,3.08,2.53,3.14,9.35,14.0,13.98,12.71,14.06,13.47,16.27,15.35,27.84,14.7
a_0,3.26,2.77,3.23,3.24,3.4,2.6,12.72,11.8,14.14,14.93,11.96,16.31,23.8,27.9,23.16,18.65
g_0,2.72,2.62,4.45,3.03,2.74,2.93,10.75,10.17,16.11,12.69,15.16,21.51,24.05,15.79,19.9,16.67
e_0,3.18,2.41,3.32,3.24,3.05,3.7,10.87,10.2,12.8,14.36,16.15,16.7,24.29,16.01,24.08,33.23
