,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,96.96,106.23,66.03,109.25,138.25,447.53,8833.24,20064.38,23349.29,29685.13,38387.1,33594.17,119801.3,104007.91,120634.26,243173.7
e_1,52.76,112.87,70.55,123.99,131.76,466.4,9082.62,20414.24,24610.04,43858.37,38433.06,48464.27,123799.15,106456.16,123042.09,232540.89
d_1,62.08,64.93,119.05,94.42,128.81,455.23,8353.99,16225.31,36671.61,19305.27,41033.21,43390.86,115089.98,98003.05,145706.29,213827.13
c_1,49.52,50.06,62.8,157.51,196.42,417.46,7584.14,15489.29,14878.34,18710.61,26537.29,43208.97,100993.17,82484.94,117788.5,209119.37
b_1,47.4,52.29,60.49,67.17,204.34,605.12,7204.26,14553.37,19689.02,18950.11,21664.92,37185.03,90316.69,60358.85,109161.73,175732.04
a_1,30.3,33.47,41.64,58.9,66.54,560.5,4794.85,8787.31,12533.59,13460.64,19156.61,23357.83,64936.17,45483.7,83252.45,144611.62
h_1,17.2,16.96,19.72,25.65,34.17,114.73,3072.67,5484.3,5378.59,6495.61,8909.97,12237.0,29940.44,27441.34,34581.75,76506.17
g_1,9.74,12.05,19.83,20.54,25.19,91.5,1694.84,5687.3,5463.3,5092.41,7163.37,12398.66,25186.63,19751.05,32682.71,46367.76
c_0,12.31,13.41,12.36,17.58,22.92,90.9,1877.19,3300.44,5981.16,5744.84,11724.33,8823.43,22979.32,23002.69,29837.04,51716.82
d_0,10.08,9.77,12.91,30.21,26.81,83.79,1625.97,3386.0,3271.84,6351.72,5943.25,8717.25,23590.33,17788.32,26679.41,40743.3
b_0,10.08,11.11,11.35,20.94,21.01,58.96,1694.62,3145.64,3330.35,4997.31,8293.16,7369.2,23186.17,28357.22,28804.13,44552.56
f_0,9.4,9.36,12.36,15.99,21.69,73.25,1401.52,2703.08,3547.11,4341.45,6150.0,9793.7,20428.14,15796.27,40109.44,34878.22
h_0,8.01,7.69,9.6,12.29,17.82,52.15,915.64,2576.31,2952.12,3004.44,3869.19,5407.22,11287.12,11264.7,16856.13,35078.06
a_0,6.98,7.94,9.45,13.94,18.49,40.06,1106.17,2357.23,2861.3,3343.04,3754.69,5304.15,17469.59,17200.91,18298.01,31585.9
e_0,7.66,6.18,8.19,11.2,15.59,37.68,1062.52,1834.02,2703.74,2770.14,3747.19,4076.46,15520.62,11298.81,23817.82,24725.93
g_0,5.15,5.76,9.04,9.77,14.52,41.64,736.54,1379.44,2263.52,2288.96,3214.77,5908.0,11033.25,10422.81,16056.9,21702.24
