,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.88,0.85,0.76,0.64,0.39,0.42,0.41,0.37,0.34,0.37,0.29,0.3,0.26,0.32
e_1,0.79,1.0,0.88,1.11,0.92,0.64,0.55,0.43,0.6,0.43,0.42,0.49,0.4,0.34,0.33,0.37
d_1,1.15,1.12,1.0,0.86,0.9,0.69,0.56,0.37,0.45,0.57,0.42,0.4,0.38,0.38,0.36,0.26
c_1,1.18,0.89,1.18,1.0,1.32,0.66,0.62,0.5,0.31,0.31,0.4,0.39,0.38,0.35,0.35,0.3
b_1,1.3,1.09,1.11,0.75,1.0,1.29,0.54,0.61,0.44,0.49,0.5,0.4,0.42,0.29,0.4,0.33
a_1,1.57,1.55,1.47,1.5,0.79,1.0,0.76,0.53,0.64,0.65,0.58,0.45,0.55,0.41,0.51,0.53
h_1,2.56,1.83,1.72,1.7,1.82,1.33,1.0,1.11,0.74,0.77,0.79,0.65,0.61,0.64,0.58,0.78
g_1,2.26,2.3,2.6,2.09,1.8,1.92,0.89,1.0,0.8,0.84,0.74,0.96,0.62,0.6,0.74,0.6
d_0,2.43,1.69,2.26,3.41,2.24,1.57,1.35,1.24,1.0,0.74,0.94,0.81,0.85,0.8,0.66,0.85
c_0,2.68,2.23,1.83,2.78,1.97,1.65,1.36,1.16,1.34,1.0,1.32,1.04,0.86,0.92,0.75,0.8
b_0,2.85,2.46,2.47,2.63,1.85,1.63,1.24,1.38,1.01,0.78,1.0,0.99,0.9,1.2,0.67,0.8
f_0,2.63,2.2,2.5,2.64,2.33,2.21,1.54,1.05,1.2,1.01,1.05,1.0,0.99,1.01,1.1,0.66
h_0,3.43,2.48,2.56,2.83,2.56,1.8,1.53,1.6,1.15,1.12,1.07,0.99,1.0,0.91,0.86,0.96
a_0,3.21,2.95,2.77,2.91,3.68,2.2,1.47,1.65,1.17,1.02,0.82,1.05,1.12,1.0,0.91,0.86
e_0,4.12,2.86,2.69,2.98,2.38,2.14,1.66,1.49,1.48,1.36,1.37,0.91,1.19,1.0,1.0,1.06
g_0,3.06,2.63,3.84,3.31,2.94,1.91,1.3,1.66,1.24,1.18,1.24,1.47,1.04,1.11,0.93,1.0
