,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.21,0.82,0.93,0.91,0.61,0.38,0.41,0.36,0.47,0.37,0.31,0.27,0.33,0.29,0.28
e_1,0.82,1.0,0.84,0.91,0.93,0.77,0.54,0.61,0.39,0.39,0.49,0.42,0.43,0.31,0.35,0.41
d_1,1.22,1.19,1.0,0.86,1.14,0.61,0.51,0.45,0.65,0.32,0.38,0.41,0.39,0.38,0.31,0.28
c_1,1.08,1.09,1.16,1.0,1.26,0.74,0.43,0.32,0.33,0.47,0.36,0.4,0.38,0.36,0.36,0.33
b_1,1.1,1.07,0.88,0.79,1.0,1.23,0.65,0.52,0.5,0.48,0.58,0.42,0.41,0.3,0.3,0.42
a_1,1.64,1.29,1.65,1.35,0.82,1.0,0.63,0.6,0.53,0.71,0.5,0.55,0.45,,0.46,0.35
h_1,2.66,1.81,1.98,2.18,1.48,1.55,1.0,0.72,0.88,1.08,0.69,0.63,0.79,0.69,0.54,0.71
d_0,2.51,1.6,2.11,3.32,2.03,1.59,1.39,1.0,1.02,1.09,0.88,0.82,0.85,0.74,0.69,0.78
c_0,2.69,2.47,1.46,3.13,1.96,1.87,1.14,0.97,1.0,1.07,1.31,0.83,0.87,0.81,0.75,0.7
g_1,2.19,2.38,3.15,2.21,1.93,1.38,0.9,0.95,0.9,1.0,0.93,1.03,0.7,0.66,0.65,0.58
b_0,2.7,2.03,2.59,2.99,1.56,1.98,1.45,1.07,0.8,1.06,1.0,0.83,0.86,1.08,0.7,0.6
f_0,3.56,2.26,2.5,2.63,2.21,1.75,1.6,1.24,1.24,0.96,1.2,1.0,0.95,1.0,1.42,0.75
h_0,3.7,2.32,2.67,2.66,2.37,2.25,1.22,1.13,1.12,1.46,1.14,1.05,1.0,0.75,0.94,0.99
a_0,3.28,3.09,2.69,3.05,3.17,,1.46,1.28,1.33,1.6,0.95,0.98,1.3,1.0,0.8,0.8
e_0,3.58,2.84,3.31,3.03,3.32,2.24,1.93,1.48,1.34,1.35,1.42,0.69,1.07,1.06,1.0,1.08
g_0,3.59,2.39,3.61,3.11,2.28,2.76,1.43,1.31,1.4,,1.63,1.37,1.01,1.3,0.9,1.0
