,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.88,0.1,0.07,0.1,0.06,0.05,0.09,0.07,0.07,0.14,0.08,0.06,0.05,0.09,0.01,0.06
f_1,0.16,0.88,0.08,0.07,0.07,0.05,0.08,0.05,0.08,0.07,0.07,0.02,0.06,0.07,0.04,0.05
d_1,0.07,0.09,0.88,0.07,0.08,0.05,0.1,0.06,0.16,0.01,0.09,0.07,0.04,0.06,0.04,0.07
c_1,0.08,0.07,0.1,0.88,0.15,0.05,0.08,0.05,0.01,0.07,0.05,0.07,0.04,0.05,0.05,0.05
b_1,0.08,0.09,0.09,0.07,0.87,0.09,0.07,0.06,0.07,0.07,0.02,0.07,0.04,0.08,0.06,0.06
a_1,0.09,0.07,0.09,0.09,0.08,0.87,0.09,0.07,0.07,0.08,0.06,0.07,0.01,0.07,0.04,0.06
h_1,0.12,0.2,0.15,0.16,0.12,0.07,0.53,0.12,0.12,0.13,0.14,0.11,0.08,0.05,0.07,0.15
g_1,0.12,0.12,0.22,0.18,0.12,0.05,0.16,0.53,0.11,0.12,0.12,0.18,0.08,0.12,0.08,0.04
c_0,0.15,0.18,0.18,0.07,0.12,0.07,0.13,0.12,0.38,0.12,0.25,0.13,0.13,0.15,0.09,0.14
d_0,0.16,0.2,0.03,0.29,0.12,0.08,0.14,0.09,0.1,0.37,0.11,0.11,0.06,0.1,0.06,0.08
b_0,0.13,0.22,0.16,0.16,0.03,0.07,0.13,0.11,0.17,0.12,0.4,0.13,0.21,0.16,0.08,0.13
f_0,0.15,0.06,0.17,0.16,0.14,0.09,0.15,0.13,0.14,0.12,0.15,0.39,0.07,0.12,0.19,0.11
a_0,0.15,0.17,0.16,0.2,0.11,0.04,0.16,0.11,0.13,0.16,0.14,0.09,0.38,0.13,0.08,0.16
h_0,0.16,0.23,0.15,0.14,0.11,0.07,0.07,0.15,0.15,0.14,0.12,0.1,0.09,0.04,0.06,0.14
e_0,0.05,0.15,0.19,0.11,0.16,0.1,0.13,0.13,0.19,0.14,0.16,0.11,0.11,0.16,0.34,0.14
g_0,0.11,0.14,0.22,0.17,0.12,0.08,0.12,0.06,0.13,0.1,0.11,0.2,0.06,0.13,0.11,0.05
