,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,103.73,120.59,79.7,118.53,146.41,402.65,11046.6,17319.54,22085.86,34545.94,36474.85,43924.79,131523.96,157960.97,207075.8,134305.15
e_1,60.46,119.17,74.25,141.9,141.83,448.9,12049.26,18073.96,22295.52,46505.05,41921.4,55563.06,128352.17,145050.27,212878.72,176282.23
d_1,72.71,79.86,120.0,93.56,135.66,470.81,11556.99,19038.28,35290.24,28009.07,45600.04,49725.52,133322.57,132036.09,200693.49,175837.65
c_1,57.05,59.39,74.68,161.41,184.85,377.28,10271.5,15439.82,16653.19,21924.98,25546.89,44500.11,104404.55,99589.32,182184.32,160154.71
b_1,54.39,63.24,68.06,83.82,191.8,571.5,10830.74,15987.98,20520.49,25529.76,27555.21,39615.34,118215.62,101102.34,167671.08,152588.82
a_1,44.21,44.49,46.38,69.28,71.04,482.31,7439.61,11323.01,12383.63,18135.97,25736.64,28161.46,73233.02,71708.72,120514.03,118993.77
h_1,18.63,17.27,21.84,27.48,28.69,97.48,3770.9,5402.32,5510.69,6880.41,10518.3,11872.8,27477.03,35636.05,60606.59,46930.79
g_1,13.63,15.66,21.08,22.74,28.34,87.04,2193.45,5462.59,5258.83,5116.95,8524.36,13067.36,24210.14,28781.6,38835.32,36487.48
c_0,14.25,15.78,15.2,22.66,25.51,93.83,2450.71,3923.19,5840.49,6578.2,12251.22,11135.67,27943.92,34286.37,48900.59,38284.29
d_0,11.94,12.79,13.12,32.87,28.59,75.18,2052.07,3743.18,3103.44,6645.2,7225.39,8640.54,21628.45,23361.97,38447.38,36910.55
b_0,12.14,12.75,13.49,21.58,23.82,64.43,2155.99,3532.48,3713.06,5054.58,8600.98,9564.47,23811.0,40363.21,38980.25,34060.07
f_0,10.45,10.79,13.19,19.09,22.0,75.67,2119.2,2970.75,3895.47,4723.1,6337.45,10158.28,20526.94,23520.65,32710.39,47179.81
h_0,9.69,10.08,9.8,13.53,16.0,52.89,1328.03,2785.78,2728.23,3646.01,4617.08,6298.32,13890.15,18649.02,30896.92,18193.35
a_0,7.86,8.07,10.04,13.75,16.65,41.5,1462.5,2477.57,2668.06,3476.6,4171.44,5396.22,15415.24,22414.61,25434.88,20978.47
g_0,6.84,7.37,10.85,11.65,14.14,47.04,1253.99,1957.65,2466.36,2855.74,4289.82,6704.54,12344.96,15091.66,19876.49,22744.94
e_0,7.82,6.58,8.79,12.24,14.32,44.97,1317.55,2147.78,2539.4,2582.94,4176.39,5125.84,15081.29,15772.63,21495.28,27239.07
