,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,1.32,1.03,1.62,2.6,18.34,35.45,27.41,29.68,40.76,48.13,78.2,97.51,101.1,107.32
f_1,1.18,1.0,0.99,1.03,1.23,2.29,14.0,23.8,23.0,28.41,34.65,32.88,59.84,83.76,63.74,97.53
c_1,0.75,1.01,1.0,1.07,2.01,2.34,14.77,18.09,21.73,23.78,26.01,35.94,67.94,80.98,80.53,90.64
d_1,0.97,0.98,0.95,1.0,1.42,2.23,15.07,23.23,29.41,20.44,37.94,37.45,69.38,78.11,85.22,73.07
b_1,0.63,0.83,0.52,0.72,1.0,2.61,12.02,15.93,22.01,18.79,25.08,25.81,50.04,49.25,58.32,63.67
a_1,0.38,0.43,0.42,0.43,0.39,1.0,7.62,10.65,9.61,11.36,15.9,17.45,33.05,32.99,38.67,37.85
h_1,0.06,0.07,0.07,0.06,0.08,0.13,1.0,1.45,1.4,1.91,2.14,2.25,4.49,5.18,5.18,6.29
d_0,0.03,0.04,0.05,0.04,0.06,0.1,0.67,1.0,0.87,1.07,1.43,1.56,3.23,3.33,3.67,4.22
c_0,0.04,0.04,0.05,0.03,0.05,0.1,0.69,1.15,1.0,0.99,1.85,1.49,3.2,3.95,3.66,3.68
g_1,0.03,0.04,0.04,0.05,0.05,0.09,0.54,0.93,0.97,1.0,1.4,1.78,2.56,2.99,3.32,3.27
b_0,0.02,0.03,0.04,0.03,0.04,0.06,0.47,0.71,0.51,0.74,1.0,1.01,2.14,3.17,2.24,2.56
f_0,0.02,0.03,0.03,0.03,0.04,0.06,0.44,0.63,0.66,0.54,0.96,1.0,2.08,2.19,3.05,1.95
h_0,0.01,0.02,0.01,0.01,0.02,0.03,0.22,0.31,0.31,0.39,0.47,0.51,1.0,1.11,1.13,1.42
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.2,0.28,0.25,0.32,0.32,0.45,0.9,1.0,0.93,1.0
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.19,0.27,0.26,0.3,0.43,0.33,0.85,1.11,1.0,1.03
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.16,0.24,0.26,0.31,0.38,0.5,0.68,0.95,1.02,1.0
